content,score,app,topics,label,value
asli aplikasi kerja sihmasa suruh daftar ulang daftar ulang orang teman hilang daftar pakai nomor samabikin kesel sih hilang teman aduuuhk situ urus iiihk kesel,3,tinder,1,negative,0.998502254486084
tidak di paksa instal tidak instal sesuai syarat pilih teman sesuai minat sibuk buka konfirmasi manusia suruh pilih badak ya badak cula pilih langsung cekal tidak masalah tidak penting tidak harga banget cekal tulis langgar ngelanggar aneh app tidak mutu,1,tinder,7,negative,0.9908397793769836
jujur ya download tidak bisa buka stuck halaman logo tinder nya download ulang coba matiin wifi pakai kuota hapus data hapus cache tidak bisa ya,3,tinder,9,negative,0.9843414425849915
sih bagus tidak guna swipe temu hapus apk download hapus akun tidak bisa jeda mohon baik tidak tidak sulit hapus akun,1,tinder,7,neutral,0.9770116209983826
tidak sangka kecewa apk untung tidak begitu capek pacarmarried mulu on off tahun enek kenal tidak ada klop ketemu lelaki tanggung rumah tangga anak lucu bilangjgan cari good looking good dompetdicari mana cari good looking serius bina rt,5,tinder,0,positive,0.9109539985656738
tolong jelasin gue member match chat gue pas dibukak t loading mulu gue tidak bisa balas tepat takut balesgimana balas loding tidak bisa gue lihat muka orang nya tidak mungkin gue balas tidak tau laki orang tolong ya please explain im already a member but every time theres a match that chats when i open keeps loading i cant reply more precisely im afraid reply,2,tinder,9,negative,0.9987022876739502
asli aplikasi kerja sihmasa suruh daftar ulang daftar ulang orang teman hilang daftar pakai nomor samabikin kesel sih hilang teman aduuuhk situ urus iiihk kesel,3,tinder,1,negative,0.998502254486084
main tinder tidak sampai jam buka tinder update foto tingkat daya tarik seta upload cekal tidak jelas salah mana ngapangapain kagak cekal hadehhh mending foto diupload tidak benar wajar cekal terima foto normal wajar cekal,1,tinder,6,negative,0.9990869760513306
tidak laku langgar blokir cacat banget sistem kecewa aplikasi lapor email tanggap tidak jelas bilang langgar blokir parah tangan oaling buruk rasa bintang minus kasih,1,tinder,0,negative,0.999373733997345
alam pribadi beli boots pakai kali boots kecewa tinder nya match dapat kecewa cewek nya orang kali boots super kecewa tinder uang juta aplikasi nol dapat,1,tinder,6,negative,0.9995542168617249
prabayar bagus sebab guna tidak bisa akses semua fiturnya mohon timbang prabayarnya,1,tinder,3,positive,0.9823618531227112
hati nal tinder tidak kasih no hp tidak serius nal alat vital vc sayangakan tinder aplikasi protusi online tidak guna tinder tolong data hapus ya aplikasi tinder,1,tinder,6,negative,0.9183171987533569
jujur ya download tidak bisa buka stuck halaman logo tinder nya download ulang coba matiin wifi pakai kuota hapus data hapus cache tidak bisa ya,3,tinder,9,negative,0.9843414425849915
tidak di paksa instal tidak instal sesuai syarat pilih teman sesuai minat sibuk buka konfirmasi manusia suruh pilih badak ya badak cula pilih langsung cekal tidak masalah tidak penting tidak harga banget cekal tulis langgar ngelanggar aneh app tidak mutu,1,tinder,7,negative,0.9908397793769836
aplikasi pengeretanpemorotan upgrade gold suruh upgrade premium upgrade premium upgrade aplikasi hasil uang,2,tinder,9,neutral,0.980360209941864
tinder atur profil utama foto tidak profil utama foto kucing pandang nasehat lebarklo foto dukung tidak apa biar serta percaya meminimalisir aku gadis bujang janda duda cucu gudang salut muka pas percaya like super suka juang cinta foto profil ceramah pasti wajah akan onyon tidak mau kucing karung,5,tinder,8,positive,0.9972848892211914
dating apps bagus kalo ganti foto loadingnya banget sinyal lancar pakai wifi kuota tidak bisa,3,tinder,6,positive,0.9985584616661072
barusan masuk tinder pas masuk tulis langgar tentu tinder blok tinder instal kemarin buka ngelanggar gue pakai tinder tidak ada masuk langsung langgar aneh pakai tinder cuman an off tinder on blok babi gue beli premuim bayar premuim konfirmasi blok langsung aneh terima kasih bug nya,1,tinder,4,negative,0.9992650151252747
verifikasi sulit like batas jam tidak ada respon ya skip overall turut buruk mahal premium mending omi sih susah matchnya,1,tinder,0,negative,0.9991301894187927
bagus aplikasi chat gratis tidak batas swipe nya foto blur langgan maaf uang ada tidak mampu langgan hehehe,4,tinder,9,positive,0.9815649390220642
cekal akun kayak tidak per hp sih download aplikasi lu dikit kalo cekal kagak download kudu pakai hp info kantor tinder mana pengin gue bom hp cekal,1,tinder,6,negative,0.9976605176925659
parah sih member kali chat nya hilang alami kali jodoh kalo tari reload buka aplikasi chat nya hilang mana tidak sempat tukeran waig heis,3,tinder,0,negative,0.9986588954925537
nih apk kesal banget sumpahhhh login cekal akun tidak ngelanggar cekal permanen tidak bisa dibalikin didownload ulang jelek banget dasar apk sampah,1,tinder,7,negative,0.9995168447494507
aplikasi benarbenar bantu saat sepi tidak ada ngechat aplikasi tidak sepi teman pakai aplikasi cari jodoh kalimat tidak pantas cakap pemberitahuan adminnya terimakasih bantu jombloers,5,tinder,6,positive,0.4956321716308594
aplikasi benarbenar bantu saat sepi tidak ada ngechat aplikasi tidak sepi teman pakai aplikasi cari jodoh kalimat tidak pantas cakap pemberitahuan adminnya terimakasih bantu jombloers,5,tinder,6,positive,0.4956321716308594
aplikasih bagus heran top up,5,tinder,5,positive,0.9989499449729919
aplikasi install normal tampil bahasa indonesia suka ubah tampil menu nya bahasa nya tulis cina sih maksud nya,2,tinder,1,negative,0.814294695854187
kembali uang dasar aplikasi tipu langgan gold aplikasi cekal tidak bisa login kali kali verifikasi dirugikankembalikan uang,1,tinder,6,neutral,0.9970014691352844
sistem verifikasi bot buruk pecah teka teki anggap bot muncul verifikasi ulang cekal app buruk,1,tinder,6,negative,0.9980954527854919
pilih gambar hadap arah tidak ada jawab uninstall,1,tinder,7,negative,0.9312528371810913
dating apps bagus kalo ganti foto loadingnya banget sinyal lancar pakai wifi kuota tidak bisa,3,tinder,6,positive,0.9985584616661072
apk chat orang bayar,1,tinder,0,negative,0.9953835606575012
isi data verifikasi check cekal check gagal cekal solusi,1,tinder,7,neutral,0.9901100993156433
aplikasi aneh info isi formulir valid cekal lu gua isi info mana uninstal,1,tinder,6,negative,0.6756803393363953
bug masuk layar merah,3,tinder,9,neutral,0.873056948184967
block permanent gue buka tinder diblock tidak jls gue download eh kesal orang tampilin tidak ada match gila aplikasi kesini oon bknya pintar klik super like bayar bayar gue hapus aku eh tidak bisa delete gue tidak butuh lu gue delete tidak di kasih mau sih tinder,1,tinder,4,negative,0.9993420243263245
bagus aplikasi chat gratis tidak batas swipe nya foto blur langgan maaf uang ada tidak mampu langgan hehehe,4,tinder,9,positive,0.9815649390220642
tidak laku pelanggaranpelanggaran tibatiba akun cekalmana langgan tinder gold tolong developer perhati aplikasi nya,1,tinder,7,negative,0.9628968238830566
cekal tidak jelas banget tinder tolong baik bot nya,1,tinder,6,negative,0.9991652965545654
donwlod aplikasi tidak bisa buka ya buka bilang maaf sikah coba langsung aplikasi,1,tinder,6,neutral,0.8438403606414795
parah banget sih top up au ribu mach tidak wort banget apk jelek,1,tinder,5,negative,0.9995244741439819
pakai data pakai wifi tidak mau sambung,2,tinder,6,negative,0.9982439279556274
kalo cari luas,5,tinder,5,negative,0.5488395690917969
apknya bug tidak bisa login,1,tinder,2,negative,0.9808175563812256
pakai tebak gambar nih aplikasi aneh tibatiba kunci masuk pakai tebak gambar tidak ada niat mending hapus aplikasi nih,1,tinder,7,negative,0.9990825653076172
masuk susah verifikasi tidak robot tekateki susah masuk salah,2,tinder,7,negative,0.9970223307609558
tidak di monetisasi app nya limpah biaya guna buta teknologi langgan guna minta bayar hasil tidak dimonetis iklan tahan halang hubung manusia nasional internasional thanks you,5,tinder,1,negative,0.9843418002128601
beli tinder gold cekal enak kali ya duit gratis ngeluh cekal salah appnya,1,tinder,0,positive,0.9476912021636963
akun blokir alas akun tolong baik,1,tinder,7,neutral,0.9982688426971436
terima kasih berkat apps bantu cari hubung serius,5,tinder,5,positive,0.9896169900894165
cocok hibur,5,tinder,6,positive,0.9972892999649048
akun blokir tampa masuk susahhhh banget,2,tinder,7,negative,0.981509804725647
upgrade platinum tidak ada like minggu tidak ada like muncul tolong baik refund tidak bisa baik,5,tinder,0,negative,0.9696248769760132
bayar akun premium mahal harga pakai premium tidak ada jamin kenal akun tidak aktif,3,tinder,9,negative,0.9919214248657227
diupdate tidak bisa chat teman chat tidak diblas tolong baik,2,tinder,0,neutral,0.7846975922584534
bantu aplikasi temu teman obrol jodoh terimakasih tinder,5,tinder,5,neutral,0.9989683628082275
plsss ya verifikasi wajah tidak bisa error coba berkalikali tidak bisa jaring lancar banget,1,tinder,7,neutral,0.579938530921936
tinder buruk orang pilih muncul terus,2,tinder,6,negative,0.9994139671325684
sempat free minggu fitur free minggu habis deh bayar,4,tinder,0,neutral,0.8276939392089844
bagus sayang update,4,tinder,4,positive,0.9890967011451721
tidak langgar akun hilang tidak jlas aplikasi update ngalamin akun anteng tau cekal tidak ngelanggar,1,tinder,7,neutral,0.8214757442474365
tinder banned tidak ada langgar mohon bantu terima kasih,1,tinder,7,neutral,0.995165228843689
gue download sekian kayak hasilny aplikasi sue tidak ngapa kasih notif langgar sue,1,tinder,6,neutral,0.9137263298034668
aplikasi buat kapitalis swipe musti bayar,1,tinder,9,neutral,0.9979683756828308
selaras aplikasi update jodohsemoga jodohnever give upthank tinder,5,tinder,4,neutral,0.9901941418647766
sih nih aplikasi akun cekal larang tidak pernah kasar tidak pernah tibatiba baned aplikasi setan,1,tinder,6,negative,0.996235191822052
tipu ujung nya uang foto tidak sesuai nyata,2,tinder,6,negative,0.9991633892059326
update reload love hilang tidak tahu butuh love,1,tinder,4,negative,0.7700883746147156
tidak bisa chat bayar tidak bisa login device login ulang profil reset,1,tinder,9,neutral,0.9980354905128479
aplikasi kaya tidak ke urus deh beli tinder gold premium masuk susah tunggu menit masuk,1,tinder,7,negative,0.9976956248283386
tinder tidak tempat cari jodoh cari teman cerita sensasi jodoh tidak mudah harap jodohpasangan progress temu jodoh tinder main kenal,1,tinder,5,negative,0.925693929195404
cari teman tinder mudah serta orang orang asik ajak obrol welkom komunikasi,5,tinder,0,neutral,0.9872180819511414
tidak ada konfirmasi bayar saldo dana potong begtu sajanotifikasi apk iningga banget apk dah hapus,1,tinder,7,neutral,0.7696692943572998
kemarin langgan akun tinder premium gold bayar akun cekal salah ulas guna alami jadi mohon google playstore guna rugi tindermohon tindak lanjut tidak lebih korban rugi aplikasi tinder,1,tinder,0,neutral,0.5869722962379456
tidak tau kasih bintang,3,tinder,3,negative,0.9976859092712402
gue tidak ada salah tb nyata langgar atur akun tidak pernah gue buka ya gue uninstall pas langgan harga mahal banget mending gue langgan yutub premium netflix nih aplikasi tidak jelas untung gue tidak langgan akun gue nyata langgar atur,1,tinder,7,negative,0.9964027404785156
biaya diamond murah,5,tinder,1,negative,0.8091800808906555
aplikasi nya bagus,5,tinder,6,positive,0.998439610004425
app nih susah masuk robot gliran kasih salah gambar salah sesal download app,1,tinder,7,negative,0.9868627786636353
coba cocok kasih bintang tujuh,1,tinder,3,positive,0.9913744330406189
jarak apk tidak ada benarjarak jawa balimustahildan tidak akuratkalau tan tan jarak akurat,1,tinder,1,negative,0.9951699376106262
dolwd aplk tinder hapus dowld tanya tebak hewanbinatang atas ribet tidak bisa tebuka tolong admin ribet ya,2,tinder,4,negative,0.997050404548645
aplikasi bantu carik teman pasang,5,tinder,5,neutral,0.9978485107421875
bagus jmblo cari temenpasangan,5,tinder,2,positive,0.9968841671943665
matchnya srkarang tidak bida puas jelek apkny,2,tinder,5,negative,0.9991558790206909
luas teman bantu kaum zomblo,5,tinder,8,negative,0.7801242470741272
bayar mahal,5,tinder,0,negative,0.9971357583999634
senang teman,4,tinder,1,positive,0.9982207417488098
aplikasi sosmed bagus,1,tinder,2,positive,0.998695433139801
tidak beri alas tb tb tb cekal,1,tinder,2,negative,0.9816363453865051
aplikasi buruk buruk tidak ada bahusnya buang buang kuota download apk inimenidng skalian hapus play store,1,tinder,7,negative,0.9989575147628784
kak mohon maaf akun cekal salah canda mohon maaf kak tidak bisa pulih kak,2,tinder,6,neutral,0.9784189462661743
akun cekal tidak langgar atur apapunsedangkan langgan akun golddimana dana masuk tidak bisa kembalisaya tipu aplikasi akun aktif kembalisedangkan batal langgan gold sesuai arah tinder biaya bayar hangus kembali danasungguh aplikasi penuh tipu dayasaya bekerjasama menguntungkanjangan tipu,1,tinder,0,negative,0.9159317016601562
kali ya kanbesoknya coba buka eh akun cekal aneeeh buka lihat lihat keluarbesoknya deh tidak bisa mending tidak usah instal,1,tinder,9,negative,0.994288444519043
tolong baik tinder pakai tinder hilang sinyal tidak bantu main tinder ulang daftar main tidak begitu tinder nya tidak gerak,1,tinder,6,negative,0.7062616348266602
aplikasi ngaur meliha foto pasang sesuai foto baik verifikasi foto guna tampil wajah asli tidak gambar tidak jelas,2,tinder,7,neutral,0.7529174089431763
akun cekal tidak laku salah aneh banget bagi langgar atur bukti cekal,1,tinder,7,negative,0.9990848302841187
aplikasi deh bulan tidak bisa ngematch balas chat masukapa teman kendala aplikasi,3,tinder,9,negative,0.9816126227378845
aplikasi bodoh,1,tinder,7,negative,0.9992703795433044
oke bagus simple apkikasinya,5,tinder,8,positive,0.9958251714706421
bagus jalin pertemana,5,tinder,2,positive,0.9959545135498047
tolong baik aplikasi nya akun cekal parah banget sih akun cekal tolong tinder aplikasi akun ku tolonggg,1,tinder,7,negative,0.9964860677719116
mudah temu teman,5,tinder,5,neutral,0.9906473755836487
tolong kalo upgraid premium bayar nya pakai dana biar aman soaly gua upgrade credit cart juta duit gua sedot aplikasi wanita kagak duit hilang,2,tinder,7,neutral,0.8070735335350037
aplikasi bodoh login,1,tinder,7,negative,0.999058187007904
kenal fitur rate nya fitur explore nilai,2,tinder,0,positive,0.6511452794075012
moga cocok tidak modus,5,tinder,5,negative,0.6937316060066223
tidak bisa masuk aplikasi,1,tinder,7,negative,0.5082926154136658
moga tinder aplikasi teman cinta orang,3,tinder,6,neutral,0.9500821828842163
jam tidak bisa like ya kali like ya,1,tinder,0,negative,0.9935662150382996
tambah tali silaturahmi,5,tinder,0,positive,0.9961503744125366
kecwa aplikasi tinder akun tinder kena cekal tinder gilir akun tinder tidak benar kayak orang otak mesum tidak di cekal parah,2,tinder,6,negative,0.9993883371353149
lumayan tolong filter kawin tau status orang nikah,3,tinder,6,neutral,0.599186360836029
guna tinder isi nya ampedu,2,tinder,6,negative,0.994835615158081
verifikasi nya susahribett,1,tinder,7,negative,0.9993563294410706
gue manusia pas masuk verif susah mulu anjir sulit,1,tinder,7,negative,0.9968215227127075
tidak bisa login,1,tinder,7,neutral,0.9500392079353333
tidak suka apk cekal,1,tinder,7,negative,0.9991015195846558
mantap gampang cari cewek nya,5,tinder,5,positive,0.9977422952651978
apas verivikasi tidak robot ribet tidak bisa masuk tidak jelas banget deh,1,tinder,7,negative,0.9964983463287354
pakai verifikasi wajahjf susah chat nya,2,tinder,7,negative,0.9979323148727417
mahal coinya,2,tinder,0,negative,0.9733254313468933
buruk apk tidak guna,1,tinder,7,negative,0.9979230761528015
gue cekal tidak jelas stupid aplikasi,1,tinder,7,negative,0.999387264251709
ah tidak seru wajib premium,2,tinder,8,negative,0.9977303147315979
pesan tidak bisa hapus,1,tinder,7,negative,0.944988489151001
jelek fiturnya akun out,1,tinder,7,negative,0.9993351101875305
cantik cantik gratis,5,tinder,8,positive,0.9960821270942688
dih musti bayar uninstall,1,tinder,4,negative,0.99139004945755
bagus banget tambah teman,5,tinder,2,positive,0.9990200996398926
fake account foto bule,1,tinder,6,negative,0.8405123949050903
kasih app terimasih,4,tinder,4,positive,0.9827731847763062
robot user tidak aktif,1,tinder,6,negative,0.9988633394241333
aplikasi cari jodoh,5,tinder,5,neutral,0.8954975008964539
aplikasi bagus,5,tinder,2,positive,0.9765526652336121
aplikasi maling maling uang orang doang segitu nya cari duit balas chat admin pakai foto orangwkwkwk isi nya emis follower uang alas akun tidak aktif doang akun aktif lebih akun tidak aktif wakakaka dikit bayar banget modus parah nya balas chat admin tidak orang nya wakakaka segitu nya orang berbayarpantes ratingnya anjlok kalo duit bilang biar sumbang user nya hahaha aplikasi haram jadah najis,1,tinder,6,negative,0.9995647072792053
apk nya lag hapus akun tidak bisa heran deh,1,tinder,7,negative,0.9982022047042847
lamatinder tidak bagus verifikasi akun tidak muncul kecewa aplikasi buruk tidak di download aplikasi kecewa buruk,1,tinder,7,negative,0.9989650249481201
aplikasi sebal tidak aplikasi nya tidak fungsi login tidak bisa senang pakai tinder kecewa,1,tinder,6,negative,0.9993607401847839
sistem aman nya download akun ficekal spam chat tidak pernah buka apk kecewa,1,tinder,7,negative,0.9983083009719849
habis upgrade tidak bisa pakai bulan something wrong truzzzzzz,1,tinder,1,negative,0.9980394244194031
tutup apliaksinya gue tidak masalah cekal tidak pernah pakai photo orang buat apamana langgan motong biaya,1,tinder,6,neutral,0.5105904936790466
tidak pernah bikin akun tinder sekali daftar tidak bisa tulis akun cekal aneh orang tidak nglakuin,1,tinder,7,negative,0.97557133436203
langgan platinum akun hilang ya,1,tinder,0,negative,0.7858710885047913
tidak bisa ngelike ngelike muncul iklan tinder premiun,2,tinder,1,neutral,0.9599183201789856
buruk ngapa kapai tidak accun kunci langgan apk tipu,1,tinder,7,negative,0.9987128973007202
tidak jelas nih aplikasi terkadang prefekasi nya kadang tidak masuk akal,1,tinder,1,negative,0.9987820982933044
aplikasi hp ku tidak jalan jaring jaring bagus device oppo f,1,tinder,8,neutral,0.548892617225647
filter tidak sesuai jarak asli filter nya disetting muncul,3,tinder,1,negative,0.9984319806098938
aneh banget sih aplikasi tinder suka tinder upgrade aneh gaseru swipe kiri muncul muter stuck situ orang orgnya balikin tinder tinder gaberguna,1,tinder,6,negative,0.9993851184844971
coba daftar iya senang deh sekali hapus download aneh masuk ribet nya ampun,1,tinder,7,negative,0.7013651132583618
aplikasi tipu tidak di download gue daftar malam langsung bayar langgan malam besok pagi nya akun cekal alas langgar,1,tinder,7,neutral,0.64596027135849
tinder geblek gue habis daftar telpon nomer tidak di kenal habis uninstall langsung tidak ada tidak aman banget ya akun aman privasi nya,1,tinder,3,negative,0.9301023483276367
jelek bgtttttt log susah bgtttttt verifikasi gajelassss gabisaa bisaaaa,1,tinder,9,negative,0.9990414977073669
gila sih jam pakai tidak bisa pakai nya akun cekal salah beli paket tidak jahat tinder baca ulas kayak tidak nipu hapus aplikasi nya,1,tinder,6,negative,0.9905932545661926
suka kau aplikasi bodong nih bisa kena cekal dahal tidak ngapa kapai buka tinder tidak baru akun deh kena cekal hebat kali,1,tinder,6,negative,0.9992542862892151
akun cekal download daftar akun minggu buka pemberitahun verifikasi akun ikut langkah langkah ya ya tunggu benerapa pemberitahuan akun cekal tinder,1,tinder,7,neutral,0.9989268183708191
blokir langgar apa langgar app aneh bisa logout habis ngeblokir,1,tinder,7,negative,0.8163116574287415
aneh akun gue dibekuin foto asli vertifikasi susah gue kalo bekuin akun mending hapus tunggu pratinjau menit tidak bisa login tolong admin tinder hapus akun gue tidak sampai foto gue salah aplikasi tidak guna bagus badoo tantan,1,tinder,7,negative,0.9987095594406128
halo tinder team tolong quiz tidak penting hapus ya kali chat ganggu tidak di hapus ku report google ku kasih bintang,1,tinder,7,neutral,0.8430019617080688
tambah bahasa basa phpjs tidak ada,1,tinder,3,neutral,0.9668777585029602
bberapa kali tonton iklan tidak bisa,1,tinder,5,negative,0.838201642036438
bayar fasilitas ya,2,tinder,8,neutral,0.9783450365066528
klik suka beda tantan,1,tinder,4,positive,0.9959014058113098
bagus lancar trm kasih moga,5,tinder,5,positive,0.9971364736557007
lumayan bagus kenal akun fake,4,tinder,6,positive,0.9976376295089722
download malam sore cekal tidak jelas aplikasi,1,tinder,4,negative,0.9990606904029846
akun tinder tidak bisa hapus bosan aplikasi bahaya,1,tinder,9,negative,0.995165228843689
tibder bayar tidak bisa like orang tolonggg normal,2,tinder,0,neutral,0.858975887298584
teman tinder ajar bincang bahasa inggris,5,tinder,5,neutral,0.9850833415985107
tolong bgke jarak baik ngebug bangkai apl tidak download bayar mulu,1,tinder,1,negative,0.9976739287376404
aplikasi suka tidak bisa verifikasi photo,3,tinder,7,negative,0.9815719127655029
bagus tidak suka kadang suka blokir,5,tinder,4,negative,0.9983695149421692
suka aplikasi respon moga tidak ke banned,5,tinder,0,neutral,0.8217573761940002
akun cekal tidak laku langgar aneh banget nih aplikasi tidak jelas asli lo tidak robot palsu,1,tinder,7,negative,0.9991187453269958
gambar dinosaurus mulu bingung tidak masuk masuk hubung mulu,1,tinder,1,negative,0.9989271759986877
harap gratis tidak usah download wajib bayar,1,tinder,8,neutral,0.9943103790283203
payah tidak bisa buka aplikasi stuck logo tinder buka leewat web login dll tolong benah,1,tinder,9,neutral,0.8621852397918701
verifikasi akun foto wajah proses stuck tidak ada tombol lanjut,1,tinder,7,negative,0.9401734471321106
tidak bisa masuk ruang apk nya kali download data seluler pakai wifi tidak bisa guna kecewa,1,tinder,3,negative,0.9950705766677856
aplikasi verifikasi tidak robot masuk cekal hahaha buang kuota,1,tinder,7,negative,0.996773898601532
apk tidak akan guna tidak ada komunikasi,5,tinder,6,negative,0.9903131723403931
susah nya jarang match,2,tinder,0,negative,0.9990348815917969
apk jelak topup chtannasuuuu,1,tinder,3,negative,0.9752154350280762
terimakasi tinder temu jodoh,5,tinder,5,neutral,0.9836803674697876
tidak jelas banget sumpah apk nya daftar eh jam akun cekal coba tolong balikin akun,1,tinder,7,negative,0.9990153312683105
aplikasi sampah gue daftar akun tulis akun cekal mulu akun langsung blokir kesalahangw coba aplikasi bete bgtmending gue pakai tantan aplikasi dating,1,tinder,6,negative,0.999340832233429
apk tidak bisa pakai,2,tinder,7,negative,0.9910945892333984
aplikasi sampah akun ban permanen langgan paket gold tidak usah pakai apk,1,tinder,6,neutral,0.998792290687561
match nya tidak muncul chat match notifikasi pesan error kah,1,tinder,7,negative,0.9779307842254639
aplikasi teman keren kenal teman bahan dunia,5,tinder,5,positive,0.9955364465713501
henti langgan sepi tinder ambil uang shoppeepay rugi hapus akun tinder tagih shopepay,1,tinder,7,negative,0.9784823060035706
sempit mode gratis kalo premium mahal,3,tinder,3,negative,0.9977923631668091
aplikasi cekal tidak bisa login tidak buat senonoh negatif tidak logis,1,tinder,6,negative,0.987776517868042
aplikasi bodoh bikin bodoh masak verifikasi nya gambar kucing kepala hadap atas,1,tinder,7,negative,0.9991336464881897
aplikasi tidak jelas langgan langsung tidak bisa login,1,tinder,9,negative,0.9915093183517456
akun cekal gaberes aplikasi mending tidak ada download aplikasi korban isi data pribadi akun cekal alas,1,tinder,6,neutral,0.9801871180534363
masuk nya ribet,1,tinder,7,negative,0.9953860640525818
member goldmalah akun bekukanberhasil ferifikasidi beku lagiaplikasi sampah tipu inijahanam capek capek nge likekagak respon jahanam jahanam,1,tinder,0,negative,0.9994322657585144
bagus rumit mula,5,tinder,2,negative,0.7834076881408691
tidak jelas login eh tiba pas buka apk nya tidak bisa langgar tidak ngapa in anjay,1,tinder,7,negative,0.9892868995666504
parah bayar tau like gold duluapk sampah sih dikit dikit bayarudh kayak apkdi iklandi tv yutubmasih kurg duitnyapayah nih tinder,1,tinder,6,negative,0.9989562034606934
kalo chat gratis,5,tinder,0,positive,0.9770550727844238
verifikasi sulit snjing,1,tinder,1,negative,0.99835205078125
sih login kemarin suruh log out blokir akunnyapadahal tidak kirim negatifawalnya verified tidak verified verifikasi akun tiga kali blokirfirst time gua main tinder gua sesal download,1,tinder,7,negative,0.9245997667312622
segitu nantj tambah kalo tidak harus bayar mahal tidak sama kayak apk belah free i really sorry but its real,3,tinder,3,negative,0.9956374764442444
aplikasi tidak jelas main cekal tidak pernah pakai buka tidak bisa,1,tinder,7,negative,0.9977335929870605
internet gue lancar semuadi tes apk sono buka tinder lelet banget kayak tidak ada kuota pakai wifi tolong beneri lelet lot lag ping,2,tinder,6,negative,0.9790535569190979
akun cekal tidak kabar burung belaka pakai jam tidak diapaapain moga data guna tidak bocor weh ya,2,tinder,0,negative,0.9950333833694458
aplikasi bagus langgan tinder gold tidak ketemu jodoh uninstall sempetin kasih ulas by tinder,3,tinder,0,positive,0.9234670996665955
bagus sopan tinder sila turohim moga tender berkah allooh swt,5,tinder,8,positive,0.9926746487617493
hoho bintang aplikasi pelit match kali tidak bisa chat bayar kalo aplikasi gratis chat match,1,tinder,0,negative,0.998193085193634
tidak panjang tau tau gopay potong rp tidak rasa bayar saldo potong aplikasi ampo hatihati,1,tinder,6,neutral,0.9915278553962708
aplikasi lumayan bagus moga suka aplikasi,5,tinder,6,positive,0.9986175298690796
aplikasi tinder eror terusmenerus tolong baik ya kak aplikasi tinder buruk,1,tinder,6,negative,0.9992693066596985
bagus cewek cakep,5,tinder,8,positive,0.9987754225730896
akun tinder banned tidak laku salah no telepon tidak bisa tolong bantu admin ya pakai tinder banned tolong bantu akun min terima kasih,1,tinder,7,neutral,0.9855654835700989
trimakasih tinder berkat dapat jodoh pria sayang setia pada iseng doang main eh tau pasang once again thank lu tinder tidak jadi tinder tukang bohong tampramental suka maki kasar jahat suka selingkuh and hes sok cuteee omg i think i fall love with him my pretty boy,5,tinder,4,positive,0.6520129442214966
instal kena langgar akun cekal tinder tolong developer nya benah kasih reting buruk,1,tinder,7,negative,0.9954944849014282
download download dcoba kali,1,tinder,7,neutral,0.9983579516410828
gua tidak salah aplikasi salah oknum guna tindernya ya minggu minggu pesan orang tidak kenal keluar tidak pantas arah leceh seksual opsi adu apknya tinder mohon menindaklanjuti oknum tidak bertanggungjwb,3,tinder,8,negative,0.9986891150474548
tidak bisa ganti namausia tidak bisa verifikasi,1,tinder,4,neutral,0.9523682594299316
tidak download bayar aplikasi nya,1,tinder,9,negative,0.6770942807197571
aplikasi burukk tidak guna gue tidak nglanggar akun blokir atur jls transparan aplikasi busuk tidak manfaat layak kasih bintang,1,tinder,6,negative,0.999358594417572
tinder banyak cewek tidak juga ketemu langsung kontak fisik gofood grabfood heran tidak kasih makan kadang kenal jam gofood grafood banyak oknum tidak seperti ragu kalo tidak verified akun asli iseng orang,3,tinder,2,negative,0.9413589835166931
tidak ada gun downlaod semu serba bayar pas masuk bayar fiturnya gratis download bohong,1,tinder,1,neutral,0.8260787129402161
terima kasih tinder kenal tinder teman,5,tinder,5,positive,0.9514228701591492
app sampah lihat foto beli nya mahaluninstal ajagk,1,tinder,6,negative,0.9991638660430908
apps sampah ujung suruh bayar bulan hasil tidak nyata,1,tinder,6,negative,0.9994996786117554
senang,3,tinder,1,positive,0.9988057613372803
coba instal masuk eh tidak bisa login logo tunggu menit tidak bisa login,2,tinder,7,neutral,0.8942261934280396
logout,1,tinder,7,negative,0.9981194138526917
ya tidak bisa daftar tidak bisa hubung,1,tinder,1,neutral,0.993198573589325
masuk verifikasi guna manusia nya sulit paham tidak bisa masuk akun,1,tinder,7,negative,0.9984350800514221
bikin akun habis tinggal charger jam habis charger buka aplikasi tinder keren aplikasi ban bikin akun,1,tinder,6,neutral,0.9989651441574097
masuk susah banget anjir gua tau gambar ngadep gua tau lagu sedih tidak jelas,1,tinder,7,negative,0.9990015625953674
info langgan tinder gold lebih untung nya erti gue update ribu entar tidak ada lebih nya,1,tinder,0,positive,0.7982089519500732
cowok banyak ngebahas tidak isi gombal basi ratarata main cewek suka minjem duit apk ter red flag uninstall,1,tinder,4,negative,0.9710520505905151
kasih bintang tidak bisa buka kontak pesan kitavtdk dsn baca,2,tinder,7,neutral,0.8486171960830688
apk memuaskankarna daftar muncul verifikasi,1,tinder,7,positive,0.9620810747146606
paket langgan tau akun banned alas lenyap paket bayar fasilitas tidak dapat,1,tinder,9,negative,0.5435301661491394
terimkasih jodoh aplikasi nal app tolong bantu muncul chat jodoh temu app tolong bantu recomended,5,tinder,5,neutral,0.9983137845993042
sih tidak bisa buka daftar ulang malas hapus apk,5,tinder,7,neutral,0.9968210458755493
apk tiba teruninstal bolak instal tidak bisa kecewa sih,1,tinder,7,negative,0.7602510452270508
