content,score,at,datetime,text,stem,app,postag,afterpos,0,1,2,3,4,5,6,7,8,topic_id,topic_txt,x1,y1,x10,y10,x25,y25,x100,y100,label,value
"Kok makin lama musuhnya kayak bot, terkadang gampang bgt, terkadang susah bgt!! saya setia dari awal main ini cuma makin kesini grafiknya makin gelap,hero damagenya g teratur,juga pertandingan kayakny biasa"" aja gak kaya dulu gitu😪, Saran :Perbaiki grafik dan skill heronya, semrawut😭😪❤️. love you aov👋🏻❤️",3.0,2020-12-26 23:12:02,2020-12-26 23:12:02,musuhnya kayak bot terkadang gampang banget terkadang susah banget  setia   main    kesini grafiknya  gelaphero damagenya tidak_teraturjuga pertandingan kayakny   tidak_kayak   saran perbaiki grafik  skil heronya semrawut love you aov,musuh kayak bot terkadang gampang banget terkadang susah banget setia main kesini grafik gelaphero damagenya tidak teraturjuga tanding kayakny tidak kayak saran baik grafik skil hero semrawut love you aov,aov,"[('Ġmusuh', 'B-NNO'), ('Ġkayak', 'B-NNO'), ('Ġbot', 'B-NNP'), ('Ġterkadang', 'B-NNP'), ('Ġgampang', 'B-NNP'), ('Ġbanget', 'B-ADV'), ('Ġterkadang', 'B-NNP'), ('Ġsusah', 'B-NNP'), ('Ġbanget', 'B-ADV'), ('Ġsetia', 'B-NNP'), ('Ġmain', 'B-NNP'), ('Ġkesini', 'B-NNP'), ('Ġgrafik', 'B-NNP'), ('Ġgelap', 'B-NNP'), ('hero', 'B-NNP'), ('Ġdam', 'B-NNP'), ('ag', 'B-NNP'), ('enya', 'B-NNP'), ('Ġtidak', 'B-NNP'), ('Ġteratur', 'B-NNP'), ('juga', 'B-NNP'), ('Ġtanding', 'B-NNP'), ('Ġkayak', 'B-NNP'), ('ny', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġkayak', 'B-NNO'), ('Ġsaran', 'B-NNO'), ('Ġbaik', 'B-ADJ'), ('Ġgrafik', 'B-NNO'), ('Ġsk', 'B-NNP'), ('il', 'B-NNO'), ('Ġhero', 'B-NNO'), ('Ġsem', 'B-NNP'), ('raw', 'B-NNP'), ('ut', 'B-NNP'), ('Ġlove', 'B-NNP'), ('Ġyou', 'B-NNP'), ('Ġa', 'B-NNP'), ('ov', 'B-NNP')]", musuh kayak kayak saran grafikil hero,0.638863742351532,0.0236755851656198,0.2682068645954132,0.0156745538115501,0.0134315732866525,0.011752332560718,0.0104464953765273,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,23.53999,-77.8988,-8.2201185,-33.73439,2.0576549,9.632298,-12.833067,-0.08724824,negative,0.9961568713188171
"Sebanyak apapun signal 4G di kota/daerah kalian kalo jaringannya gk stabil ya percuma, punya gw aja tidak lag/patah"" pake oppo a37(bukan iklan)yg penting jaringan stabil, jagan biasakan menginstal app gk jelas, kadang ada app yang membuat sistem perangkat lunak menjadi banyak ""junk/virus untuk mengambil data kalian(virusnya bukan corona ajg)"", sekian lah pidato yg saya ketikkan(kalian enak tnggal baca) saya ucapkan CINTA saya kepada kalian. hhhh kan enak akhirnya jadi *BUCIN* 😍",4.0,2020-03-17 15:43:16,2020-03-17 15:43:16,apapun signal tidak_di kotadaerah  kalo jaringannya tidak_stabil ya   gue  tidak_lagpatah pakai oppo abukan iklanyg  jaringan stabil jagan biasakan menginstal  tidak_jelas kadang     sistem perangkat lunak   junkvirus  mengambil data kalianvirusnya tidak_corona ajg sekian  pidato   ketikkankalian enak tnggal baca  ucapkan cinta    h  enak   bucin,apa signal tidak di kotadaerah kalo jaring tidak stabil ya gue tidak lagpatah pakai oppo abu iklanyg jaring stabil jagan biasa menginstal tidak jelas kadang sistem perangkat lunak junkvirus ambil data kalianvirusnya tidak corona ajg sekian pidato ketikkankalian enak tnggal baca ucap cinta h enak bucin,aov,"[('Ġapa', 'B-PRI'), ('Ġsignal', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġdi', 'B-PPO'), ('Ġkot', 'B-NNP'), ('ada', 'B-NNP'), ('erah', 'B-NNP'), ('Ġkalo', 'B-CSN'), ('Ġjaring', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġstabil', 'B-NNO'), ('Ġya', 'B-PAR'), ('Ġgue', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġlag', 'B-NNP'), ('patah', 'B-NNP'), ('Ġpakai', 'B-NNO'), ('Ġoppo', 'B-NNP'), ('Ġabu', 'B-NNP'), ('Ġikl', 'B-NNP'), ('any', 'B-NNP'), ('g', 'B-NNP'), ('Ġjaring', 'B-NNP'), ('Ġstabil', 'B-NNO'), ('Ġjag', 'B-NNP'), ('an', 'B-NNP'), ('Ġbiasa', 'B-NNP'), ('Ġmenginstal', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-NNO'), ('Ġkadang', 'B-NNP'), ('Ġsistem', 'B-NNO'), ('Ġperangkat', 'B-NNP'), ('Ġlunak', 'B-NNO'), ('Ġjunk', 'B-NNP'), ('virus', 'B-NNP'), ('Ġambil', 'B-NNP'), ('Ġdata', 'B-NNO'), ('Ġkalian', 'B-NNP'), ('vir', 'B-NNP'), ('usnya', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġcor', 'B-NNP'), ('ona', 'B-NNP'), ('Ġaj', 'B-NNP'), ('g', 'B-NNP'), ('Ġsekian', 'B-NNP'), ('Ġpidato', 'B-NNO'), ('Ġketikkan', 'B-NNP'), ('kalian', 'B-NNP'), ('Ġenak', 'B-ADJ'), ('Ġt', 'B-NNP'), ('ngg', 'B-NNP'), ('al', 'B-NNO'), ('Ġbaca', 'B-NNP'), ('Ġucap', 'B-NNO'), ('Ġcinta', 'B-NNP'), ('Ġh', 'B-NNP'), ('Ġenak', 'B-NNP'), ('Ġbu', 'B-NNP'), ('cin', 'B-NNP')]", jaring stabil pakai stabil menginstal jelas sistem lunak datausnya pidatoal ucap,0.4154808819293976,0.0138312298804521,0.0109799951314926,0.0,0.0,0.0,0.0,0.5248005986213684,0.0,7,hero; koneksi; game; kendala; ram; jaring; depan; oke; hp; stabil,6.293095,-40.150715,-10.6295805,62.054554,-18.68931,7.718643,-8.138508,6.3592305,negative,0.6276317834854126
banyak bug trus tiap main sering keluar sendiri .. gw udah main sejak season 1 padahal... tapi tiap upgrade bukanya makin baik malah makin lag...jadi males buat main kalo kaya gini terus mohon di perbaiki . terima kasih,1.0,2019-06-13 00:53:05,2019-06-13 00:53:05,bug   main     gue  main  season     upgrade bukanya     lagjadi malas  main kalo kayak   mohon  perbaiki  terima kasih,bug main gue main season upgrade buka lagjadi malas main kalo kayak mohon baik terima kasih,aov,"[('Ġbug', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġgue', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġseason', 'B-NNP'), ('Ġupgrade', 'B-NNP'), ('Ġbuka', 'B-VBI'), ('Ġlag', 'B-NNP'), ('jadi', 'B-NNP'), ('Ġmalas', 'B-NNP'), ('Ġmain', 'B-VBI'), ('Ġkalo', 'B-CSN'), ('Ġkayak', 'B-NNO'), ('Ġmohon', 'B-VBI'), ('Ġbaik', 'B-ADJ'), ('Ġterima', 'B-NNO'), ('Ġkasih', 'B-NNO')]", bug main main buka main kayak mohon terima kasih,0.9217877388000488,0.016579695045948,0.0131702339276671,0.0109668606892228,0.0,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,79.198135,-12.026035,70.746956,28.369402,-66.955086,1.7687117,15.8877535,-10.221721,negative,0.992838442325592
"Padahal jaringan nya lancar, tapi knp di aplikasi nya malah jlk, padahal pas masuk aplikasi online lain lancar"" ja... susah klo main... trus, sring lag, error, gak bisa masuk pertarungan juga... tiap kali main di rank, pastiiiiii jk da yg afk lakh, diem lah, ini lakh itu lakh, bahkan saya juga pernah tiba"" keluar sendiri, kan gak jls... inti nya, kualitas nya kok mnurun bukan nya meningkat???.",2.0,2018-10-13 12:03:40,2018-10-13 12:03:40,jaringan nya lancar    aplikasi nya  jlk  pas masuk aplikasi online  lancar  susah kalo main  sring lag error tidak_bisa masuk pertarungan   kali main  rank   dah  afk lakh diam   lakh  lakh         tidak_jls inti nya kualitas nya  mnurun tidak_nya meningkat,jaring nya lancar aplikasi nya jlk pas masuk aplikasi online lancar susah kalo main sring lag error tidak bisa masuk tarung kali main rank dah afk lakh diam lakh lakh tidak jls inti nya kualitas nya mnurun tidak nya tingkat,aov,"[('Ġjaring', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġlancar', 'B-ADJ'), ('Ġaplikasi', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġjl', 'B-NNP'), ('k', 'B-NNP'), ('Ġpas', 'B-NNO'), ('Ġmasuk', 'B-VBI'), ('Ġaplikasi', 'B-NNO'), ('Ġonline', 'B-NNO'), ('Ġlancar', 'B-ADJ'), ('Ġsusah', 'B-ADJ'), ('Ġkalo', 'B-CSN'), ('Ġmain', 'B-VBI'), ('Ġs', 'B-NNP'), ('ring', 'B-NNP'), ('Ġlag', 'B-NNO'), ('Ġerror', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġmasuk', 'B-VBI'), ('Ġtarung', 'B-NNO'), ('Ġkali', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġrank', 'B-NNP'), ('Ġdah', 'B-NNP'), ('Ġaf', 'B-NNP'), ('k', 'B-NNP'), ('Ġl', 'B-NNP'), ('akh', 'B-NNP'), ('Ġdiam', 'B-VBI'), ('Ġl', 'B-NNP'), ('akh', 'B-NNP'), ('Ġl', 'B-NNP'), ('akh', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġj', 'B-NNP'), ('ls', 'B-NNP'), ('Ġinti', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġkualitas', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġmn', 'B-NNP'), ('urun', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġnya', 'B-ART'), ('Ġtingkat', 'B-NNO')]", jaring aplikasi pas masuk aplikasi online main lag masuk tarung kali main diam inti kualitasurun tingkat,0.5807967185974121,0.0,0.0,0.0,0.0,0.3780371248722076,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,-77.82155,-20.97915,39.359196,22.537914,-11.301524,-36.843624,10.3769045,8.213518,positive,0.9193849563598633
"Assalamualaikum, Min gamenya bagus, mungkin kedepannya akan terus berkembang, sya sdh memainkannya selama bbrp pekan, Mnrtku ad bbrp mslh, terutama pada targeting skill Hero atau ulti hero yg tdk fleksibel, kalau bisa sebisa mungkin kt mengarahkan ulti atau skill ke Hero lawan dengan mudah, mskipun di PENGATURAN ada cara agar skill targeting ke musuh lebih mudah, tpi seperti tdk berjalan dng semestinya, untuk smntra itu dulu min.",4.0,2023-07-25 10:40:19,2023-07-25 10:40:19,assalamualaikum min gamenya bagus  kedepannya   berkembang   memainkannya   pekan mnrtku      targeting skil hero  ulti hero  tidak_fleksibel   sebisa   mengarahkan ulti  skil  hero lawan  mudah mskipun  pengaturan    skil targeting  musuh  mudah   tidak_berjalan  semestinya  smntra   min,assalamualaikum min gamenya bagus depan kembang main pekan mnrtku targeting skil hero ulti hero tidak fleksibel bisa arah ulti skil hero lawan mudah mskipun atur skil targeting musuh mudah tidak jalan mesti smntra min,aov,"[('Ġas', 'B-NNP'), ('salamu', 'B-NNP'), ('alaikum', 'B-NNP'), ('Ġmin', 'B-NNP'), ('Ġgamenya', 'B-NNO'), ('Ġbagus', 'B-ADJ'), ('Ġdepan', 'B-NNO'), ('Ġkembang', 'B-NNP'), ('Ġmain', 'B-NNO'), ('Ġpekan', 'B-NNP'), ('Ġmn', 'B-NNP'), ('rt', 'B-NNP'), ('ku', 'B-NNP'), ('Ġtarget', 'B-NNP'), ('ing', 'B-NNO'), ('Ġsk', 'B-NNO'), ('il', 'B-NNO'), ('Ġhero', 'B-NNO'), ('Ġul', 'B-NNP'), ('ti', 'B-NNP'), ('Ġhero', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġfleksibel', 'B-NNO'), ('Ġbisa', 'B-ADV'), ('Ġarah', 'B-NNO'), ('Ġul', 'B-NNP'), ('ti', 'B-NNP'), ('Ġsk', 'B-NNP'), ('il', 'B-NNO'), ('Ġhero', 'B-NNO'), ('Ġlawan', 'B-NNO'), ('Ġmudah', 'B-ADJ'), ('Ġm', 'B-NNP'), ('sk', 'B-NNP'), ('ipun', 'B-CSN'), ('Ġatur', 'B-NNP'), ('Ġsk', 'B-NNO'), ('il', 'B-NNO'), ('Ġtarget', 'B-NNP'), ('ing', 'B-NNO'), ('Ġmusuh', 'B-NNO'), ('Ġmudah', 'B-ADJ'), ('Ġtidak', 'B-NEG'), ('Ġjalan', 'B-VBI'), ('Ġmesti', 'B-ADV'), ('Ġsm', 'B-NNP'), ('n', 'B-NNP'), ('tra', 'B-NNP'), ('Ġmin', 'B-NNP')]", gamenya depan maining skil hero hero fleksibel arahil hero lawan skiling musuh jalan,0.0160276852548122,0.9399213194847108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,main; cari; lawan; hero; jaring; level; mohon; update; game; player,-83.09362,40.492397,-21.376219,23.7241,39.27337,-6.502851,-5.559788,20.2031,negative,0.9803847074508667
"To the point aja. Sinyal bagus d aplikasi lain, d aov juga bagus sudah d cek jaringan warna ijo, tapi mengapa pas sudah masuk tim gak bisa pilih hero dan menyambungkan ulang trus sampe afk berkali""😓",1.0,2022-12-05 20:22:57,2022-12-05 20:22:57,the point  sinyal bagus  aplikasi   aov  bagus   cek jaringan warna ijo   pas  masuk tim tidak_bisa pilih hero  menyambungkan ulang   afk berkali,the point sinyal bagus aplikasi aov bagus cek jaring warna ijo pas masuk tim tidak bisa pilih hero sambung ulang afk kali,aov,"[('Ġthe', 'B-NNO'), ('Ġpoint', 'B-NNP'), ('Ġsinyal', 'B-NNO'), ('Ġbagus', 'B-ADJ'), ('Ġaplikasi', 'B-NNO'), ('Ġa', 'B-NNP'), ('ov', 'B-NNP'), ('Ġbagus', 'B-ADJ'), ('Ġcek', 'B-NNO'), ('Ġjaring', 'B-NNO'), ('Ġwarna', 'B-NNO'), ('Ġijo', 'B-NNP'), ('Ġpas', 'B-NNP'), ('Ġmasuk', 'B-VBI'), ('Ġtim', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġpilih', 'B-VBI'), ('Ġhero', 'B-NNO'), ('Ġsambung', 'B-NNO'), ('Ġulang', 'B-NNO'), ('Ġaf', 'B-NNP'), ('k', 'B-NNP'), ('Ġkali', 'B-NNP')]", the sinyal aplikasi cek jaring warna masuk tim pilih hero sambung ulang,0.9398263692855836,0.0127254473045468,0.0101655218750238,0.0,0.0,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,40.11106,72.31869,15.96621,77.61539,51.41389,8.052039,21.348223,-12.462805,positive,0.3966415226459503
"Dari gamenya Uda Bagus grafik,Hero dan skinnya tapi ada yang membuat saya kesal yaitu masalah jaringan saat di pertengahan game sangat ngeleg sampai game berakhir. Tolong untung developer untuk memperbaikinya agar kami nyaman saat bermain",2.0,2022-09-29 14:47:02,2022-09-29 14:47:02,gamenya  bagus grafikhero  skinnya      kesal   jaringan   pertengahan game  ngeleg  game  tolong untung developer  memperbaikinya   nyaman  bermain,gamenya bagus grafikhero skinnya kesal jaring tengah game ngeleg game tolong untung developer baik nyaman main,aov,"[('Ġgamenya', 'B-NNO'), ('Ġbagus', 'B-NNP'), ('Ġgrafik', 'B-NNP'), ('hero', 'B-NNP'), ('Ġsk', 'B-NNP'), ('innya', 'B-NNP'), ('Ġkesal', 'B-NNP'), ('Ġjaring', 'B-NNP'), ('Ġtengah', 'B-NNO'), ('Ġgame', 'B-NNO'), ('Ġngel', 'B-NNP'), ('eg', 'B-NNP'), ('Ġgame', 'B-NNO'), ('Ġtolong', 'B-NNP'), ('Ġuntung', 'B-NNO'), ('Ġdeveloper', 'B-NNP'), ('Ġbaik', 'B-NNP'), ('Ġnyaman', 'B-NNP'), ('Ġmain', 'B-NNP')]", gamenya tengah game game untung,0.8697920441627502,0.0274869054555892,0.0219465028494596,0.0182783380150795,0.0156667195260524,0.013708240352571,0.012185076251626,0.0109665589407086,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,20.588396,74.10477,-20.518974,-61.603565,-30.422974,-28.641853,6.2024827,-3.7566075,negative,0.9787639379501343
"seperti yg di keluhkan para player tiba"" koneksi menjadi tidak stabil tiba ping naik menjadi 200 tidak mau turin,FPS suka ngedrop dan Joystick ngebug tidak bisa di kontrol,Relog ke game pun lama sekali padahal koneksi saya lancar"" saja yg alhasil saya di cap AFK padahal saya mencoba login tapi tidak kunjung masuk ke dalam match ditambah lagi teammate buruk yg suka ngetroll..",1.0,2023-03-29 04:29:18,2023-03-29 04:29:18,keluhkan  player  koneksi  tidak_stabil  ping    tidak_mau turinfps suka ngedrop  joystick ngebug tidak_bisa  kontrolrelog  game     koneksi  lancar   alhasil   cap afk   mencoba login  tidak_kunjung masuk   match ditambah  teammate buruk  suka ngetrol,keluh player koneksi tidak stabil ping tidak mau turinfps suka ngedrop joystick ngebug tidak bisa kontrolrelog game koneksi lancar alhasil cap afk coba login tidak kunjung masuk match tambah teammate buruk suka ngetrol,aov,"[('Ġkeluh', 'B-NNO'), ('Ġplayer', 'B-NNP'), ('Ġkoneksi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġstabil', 'B-NNO'), ('Ġping', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġmau', 'B-NNP'), ('Ġtur', 'B-NNP'), ('inf', 'B-NNP'), ('ps', 'B-NNP'), ('Ġsuka', 'B-VBI'), ('Ġnged', 'B-NNP'), ('rop', 'B-NNP'), ('Ġj', 'B-NNP'), ('oys', 'B-NNP'), ('tick', 'B-NNP'), ('Ġngeb', 'B-NNP'), ('ug', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġkontrol', 'B-NNP'), ('rel', 'B-NNP'), ('og', 'B-NNP'), ('Ġgame', 'B-NNO'), ('Ġkoneksi', 'B-NNO'), ('Ġlancar', 'B-NNO'), ('Ġalhasil', 'B-NNO'), ('Ġcap', 'B-NNO'), ('Ġaf', 'B-NNP'), ('k', 'B-NNP'), ('Ġcoba', 'B-VBI'), ('Ġlogin', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġkunjung', 'B-NNO'), ('Ġmasuk', 'B-VBI'), ('Ġmatch', 'B-NNP'), ('Ġtambah', 'B-NNO'), ('Ġteam', 'B-NNP'), ('mate', 'B-NNP'), ('Ġburuk', 'B-ADJ'), ('Ġsuka', 'B-VBI'), ('Ġnget', 'B-NNP'), ('rol', 'B-NNP')]", keluh koneksi stabil suka game koneksi lancar alhasil cap coba kunjung masuk tambah suka,0.719379723072052,0.0110257295891642,0.0,0.0,0.0,0.0,0.0,0.232841357588768,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,-8.875545,82.50396,-19.904755,50.67886,-19.48631,1.9068757,-5.8728905,5.2953725,negative,0.9992260932922363
"Jujur aja, gue main game ini gak pernah ngalamin bug parah yang ngaruh banget ke gameplay. Yang pengen gue saranin mungkin; tolong AoV bisa dibalikin kek waktu Wiro rilis dan sekitarnya, yang hp Mid-end masih bisa ngerasain animasi hero/skin lengkap (meski lobby gak gerak) walau ini gak ngaruh ke gameplay, itu juga salah satu aspek yang bikin semangat main; kedua, adain mode HFR buat HP spek low-mid kek di test server biar lebih smooth aja gitu. Gitu aja dah, maju terus AoV 👊👊😩",5.0,2020-11-06 23:27:36,2020-11-06 23:27:36,jujur  gue main game  tidak_pernah ngalamin bug parah  ngaruh banget  gameplay  pengin gue menyarankan  tolong aov  dibalikin kayak  wiro rilis    hp midend   merasai animasi heroskin lengkap  lobby tidak_gerak   tidak_ngaruh  gameplay   salah  aspek  bikin semangat main  mengadakan mode hfr  hp spek lowmid kayak  test server biar  smooth     deh maju  aov,jujur gue main game tidak pernah ngalamin bug parah ngaruh banget gameplay pengin gue saran tolong aov dibalikin kayak wiro rilis hp midend rasai animasi heroskin lengkap lobby tidak gerak tidak ngaruh gameplay salah aspek bikin semangat main ada mode hfr hp spek lowmid kayak test server biar smooth deh maju aov,aov,"[('Ġjujur', 'B-NNO'), ('Ġgue', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġgame', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġpernah', 'B-ADV'), ('Ġngalamin', 'B-NNP'), ('Ġbug', 'B-NNO'), ('Ġparah', 'B-ADJ'), ('Ġng', 'B-NNP'), ('aruh', 'B-NNO'), ('Ġbanget', 'B-ADV'), ('Ġgameplay', 'B-NNP'), ('Ġpengin', 'B-NNO'), ('Ġgue', 'B-NNP'), ('Ġsaran', 'B-NNO'), ('Ġtolong', 'B-NNP'), ('Ġa', 'B-NNP'), ('ov', 'B-NNP'), ('Ġdibalik', 'B-NNP'), ('in', 'B-NNP'), ('Ġkayak', 'B-NNO'), ('Ġw', 'B-NNP'), ('iro', 'B-NNP'), ('Ġrilis', 'B-NNP'), ('Ġhp', 'B-NNP'), ('Ġmid', 'B-NNP'), ('end', 'B-NNP'), ('Ġras', 'B-NNP'), ('ai', 'B-NNP'), ('Ġanimasi', 'B-NNO'), ('Ġher', 'B-NNP'), ('oskin', 'B-NNP'), ('Ġlengkap', 'B-NNP'), ('Ġlobby', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġgerak', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġng', 'B-NNP'), ('aruh', 'B-NNO'), ('Ġgameplay', 'B-NNP'), ('Ġsalah', 'B-ADJ'), ('Ġaspek', 'B-NNO'), ('Ġbikin', 'B-VBT'), ('Ġsemangat', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġada', 'B-VBE'), ('Ġmode', 'B-NNO'), ('Ġh', 'B-NNP'), ('fr', 'B-NNP'), ('Ġhp', 'B-NNP'), ('Ġspek', 'B-NNO'), ('Ġlow', 'B-NNP'), ('mid', 'B-NNP'), ('Ġkayak', 'B-NNO'), ('Ġtest', 'B-NNP'), ('Ġserver', 'B-NNP'), ('Ġbiar', 'B-CSN'), ('Ġsmooth', 'B-NNP'), ('Ġdeh', 'B-NNO'), ('Ġmaju', 'B-NNP'), ('Ġa', 'B-NNP'), ('ov', 'B-NNP')]", jujur gue main game bugaruh pengin saran kayak animasi gerakaruh aspek bikin semangat main mode spek kayak deh,0.9588614702224731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,game; main; jaring; sinyal; hero; masuk; grafik; kasih; pakai; kayak,13.256435,81.883125,-8.5005865,-90.33317,18.842447,-69.62269,26.342794,-14.828107,positive,0.9931894540786743
"Aov, sebenernya game moba yang satu ini sangat seru dan menghibur, tpi maaf saya sebagai player moba game lain terkhusus nya Wild Rift dan Mobile legends saya merasa game ini masih banyak kekurangan mulai dari sistem matchmaking, sistem UI, control, dan masih banyak lagi... Masalah yang paling sering saya rasakan adalah sistem control nya dimana di AOV ini saya sangat susah sekali mendapatkan last hit creep maupun Hero musuh, selain itu settingan untuk mengkastem control UI analog itu bad. Thx",2.0,2023-04-07 09:23:18,2023-04-07 09:23:18,aov  game moba     seru  menghibur  maaf   player moba game  terkhusus nya wild rift  mobile legends   game    kekurangan   sistem matchmaking sistem ui control          rasakan  sistem control nya dimana  aov    susah   last hit creep  hero musuh   settingan  mengkastem control ui analog  bad thx,aov game moba seru hibur maaf player moba game khusus nya wild rift mobile legends game kurang sistem matchmaking sistem ui control rasa sistem control nya mana aov susah last hit creep hero musuh settingan mengkastem control ui analog bad thx,aov,"[('Ġa', 'B-NNP'), ('ov', 'B-NNP'), ('Ġgame', 'B-NNP'), ('Ġm', 'B-NNP'), ('oba', 'B-NNP'), ('Ġseru', 'B-NNP'), ('Ġh', 'B-NNP'), ('ibur', 'B-NNP'), ('Ġmaaf', 'B-NNP'), ('Ġplayer', 'B-NNP'), ('Ġm', 'B-NNP'), ('oba', 'B-NNP'), ('Ġgame', 'B-NNO'), ('Ġkhusus', 'B-NNP'), ('Ġnya', 'B-ART'), ('Ġw', 'B-NNP'), ('ild', 'B-NNP'), ('Ġr', 'B-NNP'), ('ift', 'B-NNP'), ('Ġmobile', 'B-NNP'), ('Ġlegends', 'B-NNP'), ('Ġgame', 'B-NNO'), ('Ġkurang', 'B-NNP'), ('Ġsistem', 'B-NNO'), ('Ġmatch', 'B-NNP'), ('mak', 'B-NNP'), ('ing', 'B-NNP'), ('Ġsistem', 'B-NNO'), ('Ġ', 'B-NNP'), ('ui', 'B-NNP'), ('Ġcontrol', 'B-NNP'), ('Ġrasa', 'B-NNO'), ('Ġsistem', 'B-NNO'), ('Ġcontrol', 'B-NNP'), ('Ġnya', 'B-NNP'), ('Ġmana', 'B-NNP'), ('Ġa', 'B-NNP'), ('ov', 'B-NNP'), ('Ġsusah', 'B-NNP'), ('Ġlast', 'B-NNP'), ('Ġhit', 'B-NNP'), ('Ġcre', 'B-NNP'), ('ep', 'B-NNP'), ('Ġhero', 'B-NNP'), ('Ġmusuh', 'B-NNO'), ('Ġsettingan', 'B-NNO'), ('Ġmengk', 'B-NNP'), ('ast', 'B-NNP'), ('em', 'B-NNP'), ('Ġcontrol', 'B-NNP'), ('Ġ', 'B-NNP'), ('ui', 'B-NNP'), ('Ġanalog', 'B-NNP'), ('Ġbad', 'B-NNP'), ('Ġth', 'B-NNP'), ('x', 'B-NNP')]", game game sistem sistem rasa sistem musuh settingan,0.431322693824768,0.0183631610125303,0.0146645968779921,0.0121878497302532,0.0104469051584601,0.0,0.4899165034294128,0.0,0.0,6,tim; main; lawan; musuh; imbang; sistem; game; bot; kasih; skor,-5.3583317,-97.06268,6.6672964,46.009987,-9.21527,30.784035,-8.569918,-9.738519,negative,0.9850949048995972
