content,score,at,app,postag,afterpos,0,1,2,3,4,5,6,7,8,topic_id,topic_txt,x1,y1,x10,y10,x25,y25,x100,y100,label,value
aplikasi mata duitankalian tidak usah unduh,1,2023-11-20 11:33:31,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġmata', 'B-NNO'), ('Ġduit', 'B-NNP'), ('ank', 'B-NNP'), ('alian', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġusah', 'B-ADV'), ('Ġunduh', 'B-NNP')]", aplikasi mata,0.739684522151947,0.054883025586605,0.0438815839588642,0.0365583337843418,0.0313337184488773,0.0274164769798517,0.0243700966238975,0.0219330638647079,0.0199391450732946,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-126.59044,68.16376,9.024687,-23.906641,47.050743,39.411976,22.699251,-16.11974,negative,0.9316410422325134
bagus akun fake nya,5,2023-11-16 18:16:09,tinder,"[('Ġbagus', 'B-ADJ'), ('Ġakun', 'B-NNO'), ('Ġfak', 'B-NNP'), ('e', 'B-NNP'), ('Ġnya', 'B-PRK')]", akun,0.1097782775759697,0.0825602859258651,0.0657952800393104,0.054829154163599,0.5465583205223083,0.0411217883229255,0.0365526974201202,0.0328974276781082,0.0299067515879869,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,-20.528776,-14.256032,-5.796579,75.850975,-15.955779,15.299329,-9.003277,27.86562,positive,0.976344883441925
kalo cari temenkenalan mending aplikasi belah percaya deh guna tinder akun cekal pas logout login logout gara gara tidak bisa lihat profil lawan jenis pas chat pencet nilai langgar chat sara nilai langgar ragu ulas buruk apk alami,1,2023-06-09 12:02:37,tinder,"[('Ġkalo', 'B-NNO'), ('Ġcari', 'B-VBI'), ('Ġtemen', 'B-NNP'), ('k', 'B-NNP'), ('enalan', 'B-NNO'), ('Ġmending', 'B-NNO'), ('Ġaplikasi', 'B-NNO'), ('Ġbelah', 'B-NNO'), ('Ġpercaya', 'B-VBI'), ('Ġdeh', 'B-NNO'), ('Ġguna', 'B-NNO'), ('Ġtind', 'B-NNO'), ('er', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO'), ('Ġpas', 'B-NNO'), ('Ġlogout', 'B-NNP'), ('Ġlogin', 'B-NNP'), ('Ġlogout', 'B-NNO'), ('Ġgara', 'B-NNO'), ('Ġgara', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġlihat', 'B-VBI'), ('Ġprofil', 'B-NNO'), ('Ġlawan', 'B-NNO'), ('Ġjenis', 'B-NNO'), ('Ġpas', 'B-NNP'), ('Ġchat', 'B-NNO'), ('Ġpencet', 'B-NNO'), ('Ġnilai', 'B-NNO'), ('Ġl', 'B-NNP'), ('anggar', 'B-NNO'), ('Ġchat', 'B-NNO'), ('Ġsara', 'B-NNP'), ('Ġnilai', 'B-NNO'), ('Ġl', 'B-NNP'), ('anggar', 'B-NNO'), ('Ġragu', 'B-NNO'), ('Ġulas', 'B-NNO'), ('Ġburuk', 'B-ADJ'), ('Ġapk', 'B-NNO'), ('Ġalami', 'B-NNO')]", kalo carienalan mending aplikasi belah percaya deh guna tinder akunal pas logout gara gara lihat profil lawan jenis chat pencet nilaianggar chat nilaianggar ragu ulas apk alami,0.3593866229057312,0.0,0.0,0.0,0.0722129419445991,0.0,0.54642653465271,0.0,0.0,6,kerja; biaya; bulan; app; orang; gara; atur; tipu; like; beri,-18.766588,100.562675,36.01262,-31.046576,38.000546,-23.704437,11.037241,20.197496,negative,0.9986860156059264
alhamdulillah nya beres privikasi moga ketemu jodoh tinder,4,2023-09-20 10:59:16,tinder,"[('Ġalhamdulillah', 'B-NNP'), ('Ġnya', 'B-ART'), ('Ġberes', 'B-NNO'), ('Ġpriv', 'B-NNP'), ('ikasi', 'B-NNP'), ('Ġmoga', 'B-NNP'), ('Ġketemu', 'B-VBI'), ('Ġjodoh', 'B-NNO'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP')]", beres ketemu jodoh,0.2969221770763397,0.5490046143531799,0.0329107120633125,0.0274185352027416,0.0234999638050794,0.0205623172223567,0.0182775408029556,0.016449773684144,0.014954331330955,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,-37.447735,30.279892,-8.817069,39.910458,-21.757322,-22.841312,-17.434677,-14.582455,positive,0.9438280463218688
tidak suka banget deh nih malemnya akun ee pagi tidak bisa masuk langgar atur tidak ngapangapainngechat tidak dan akun cekal tinder tidak bisa akun masa maksud aplikasi tidak aman retas sumpah ganggu bangetburuk banget pokok kasih reting bintang deh tidak ada jelas siballl pokok rusak mood orang,1,2023-07-21 07:38:23,tinder,"[('Ġtidak', 'B-NEG'), ('Ġsuka', 'B-VBI'), ('Ġbanget', 'B-ADV'), ('Ġdeh', 'B-NNO'), ('Ġnih', 'B-NNO'), ('Ġmalem', 'B-NNO'), ('nya', 'B-ART'), ('Ġakun', 'B-NNO'), ('Ġe', 'B-NNP'), ('e', 'B-NNP'), ('Ġpagi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġmasuk', 'B-VBI'), ('Ġl', 'B-NNO'), ('anggar', 'B-NNO'), ('Ġatur', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġng', 'B-NNP'), ('apang', 'B-NNP'), ('apain', 'B-NNP'), ('ng', 'B-NNP'), ('echat', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġdan', 'B-CCN'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNO'), ('al', 'B-NNO'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġakun', 'B-NNO'), ('Ġmasa', 'B-NNO'), ('Ġmaksud', 'B-NNO'), ('Ġaplikasi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġaman', 'B-NNO'), ('Ġr', 'B-NNO'), ('etas', 'B-NNO'), ('Ġsumpah', 'B-NNO'), ('Ġganggu', 'B-NNO'), ('Ġbanget', 'B-NNP'), ('buruk', 'B-NNP'), ('Ġbanget', 'B-ADV'), ('Ġpokok', 'B-NNO'), ('Ġkasih', 'B-NNO'), ('Ġret', 'B-NNP'), ('ing', 'B-NNO'), ('Ġbintang', 'B-NNP'), ('Ġdeh', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġada', 'B-VBE'), ('Ġjelas', 'B-NNO'), ('Ġsib', 'B-NNP'), ('all', 'B-NNP'), ('l', 'B-NNP'), ('Ġpokok', 'B-NNO'), ('Ġrusak', 'B-NNO'), ('Ġmood', 'B-NNO'), ('Ġorang', 'B-NNO')]", suka deh nih malem akun pagi masuk langgar atur akun cekal akun masa maksud aplikasi aman retas sumpah ganggu pokok kasihing deh jelas pokok rusak mood orang,0.2737814784049988,0.0,0.0,0.0,0.4051399827003479,0.0,0.2990778386592865,0.0,0.0,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,-61.523964,-3.9075527,60.289143,-22.712719,-7.810649,18.789822,8.044122,23.0931,negative,0.9994993209838868
masuk susah pilih bintang pas salah muluk masak iya bintang main apk lawak,1,2023-07-12 21:46:15,tinder,"[('Ġmasuk', 'B-VBI'), ('Ġsusah', 'B-ADJ'), ('Ġpilih', 'B-NNO'), ('Ġbintang', 'B-NNO'), ('Ġpas', 'B-NNP'), ('Ġsalah', 'B-NNO'), ('Ġmuluk', 'B-NNP'), ('Ġmasak', 'B-NNP'), ('Ġiya', 'B-NNP'), ('Ġbintang', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġapk', 'B-NNP'), ('Ġl', 'B-NNP'), ('awak', 'B-NNP')]", masuk pilih bintang salah bintang main,0.5155313014984131,0.1633110493421554,0.0188027266412973,0.0156681705266237,0.2465484738349914,0.0117495516315102,0.0104440227150917,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-5.863628,-81.48259,8.790851,10.421718,10.336161,16.703636,-1.0978701,20.778439,negative,0.9937211275100708
bayar lihat profil message baysr bayar aplikasi tidak logis balas chat bayar lihat suka bayar tidak masuk akal app,1,2023-07-08 20:43:01,tinder,"[('Ġbayar', 'B-VBI'), ('Ġlihat', 'B-VBI'), ('Ġprofil', 'B-NNO'), ('Ġmessage', 'B-NNP'), ('Ġbay', 'B-NNP'), ('s', 'B-NNP'), ('r', 'B-NNP'), ('Ġbayar', 'B-VBI'), ('Ġaplikasi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġlogis', 'B-NNO'), ('Ġbalas', 'B-NNO'), ('Ġchat', 'B-NNO'), ('Ġbayar', 'B-VBI'), ('Ġlihat', 'B-VBI'), ('Ġsuka', 'B-NNO'), ('Ġbayar', 'B-VBI'), ('Ġtidak', 'B-NEG'), ('Ġmasuk', 'B-VBI'), ('Ġakal', 'B-NNO'), ('Ġapp', 'B-NNP')]", bayar lihat profil bayar aplikasi logis balas chat bayar lihat suka bayar masuk akal,0.9479252099990844,0.0109861195087432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-9.685492,-21.89343,-47.02874,-91.45293,-37.42592,-76.008835,27.708414,-51.604588,negative,0.999115526676178
bagus temu cocok dekat,5,2023-11-18 20:42:55,tinder,"[('Ġbagus', 'B-NNO'), ('Ġtemu', 'B-NNO'), ('Ġcocok', 'B-NNO'), ('Ġdekat', 'B-NNO')]", bagus temu cocok dekat,0.5690470933914185,0.3076457977294922,0.0263554714620113,0.0219430737197399,0.0188037194311618,0.0164528395980596,0.0146245313808321,0.0131620336323976,0.0119654731824994,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,24.474712,74.16824,21.98768,59.48633,-6.115443,-22.780046,-12.451318,-14.404398,positive,0.9989933371543884
akun cekal sih bikin tidak bisa masuk tinder masak bikin cekal salah paham tidak sudah cekal,1,2023-07-11 15:33:48,tinder,"[('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO'), ('Ġsih', 'B-ADV'), ('Ġbikin', 'B-VBT'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġmasuk', 'B-VBI'), ('Ġtind', 'B-NNO'), ('er', 'B-NNO'), ('Ġmasak', 'B-NNO'), ('Ġbikin', 'B-VBT'), ('Ġcek', 'B-NNO'), ('al', 'B-NNO'), ('Ġsalah', 'B-NNO'), ('Ġpaham', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġsudah', 'B-ADK'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO')]", akunal bikin masuk tinder masak bikin cekal salah pahamal,0.1184744387865066,0.0164783466607332,0.0131876897066831,0.0109709119424223,0.8127909302711487,0.0,0.0,0.0,0.0,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,37.572197,18.813274,35.258488,22.299814,-45.13473,13.027966,-4.0680265,34.250202,negative,0.9974035620689392
apk tidak batu bayar tidak fungsi,1,2023-08-05 09:40:05,tinder,"[('Ġapk', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbatu', 'B-NNO'), ('Ġbayar', 'B-VBI'), ('Ġtidak', 'B-NEG'), ('Ġfungsi', 'B-NNO')]", apk batu bayar fungsi,0.8437893986701965,0.0329451970756053,0.0263319853693246,0.0219359099864959,0.0188009459525346,0.0164502561092376,0.0146224200725555,0.0131601179018616,0.011963739991188,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,54.794025,-49.55139,91.39239,-4.0009723,61.28779,-20.85729,24.709383,-46.03218,negative,0.995961606502533
tinder tidak bisa buka ya ingat foto verifikasi tibatiba tidak bisa buka blok tinder,1,2023-07-16 20:06:57,tinder,"[('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġbuka', 'B-VBI'), ('Ġya', 'B-PAR'), ('Ġingat', 'B-VBI'), ('Ġfoto', 'B-NNO'), ('Ġverifikasi', 'B-NNO'), ('Ġtib', 'B-NNP'), ('ati', 'B-NNP'), ('ba', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġbuka', 'B-VBI'), ('Ġblok', 'B-NNO'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP')]", buka ingat foto verifikasi buka blok,0.3478879928588867,0.0236237831413745,0.0188106633722782,0.0156694129109382,0.0134311243891716,0.1678970158100128,0.0104447770863771,0.0,0.3928349912166595,8,verifikasi; foto; manusia; wajah; profil; kunci; palsu; gagal; asli; filter,6.119782,42.300793,-11.711848,-16.985151,1.3371252,5.0166693,-7.8024898,13.991122,neutral,0.991919755935669
akun data foto asli cekal teman pakai foto palsu n data palsu aman apk aneh muka bumi,1,2023-10-19 10:25:21,tinder,"[('Ġakun', 'B-NNO'), ('Ġdata', 'B-NNO'), ('Ġfoto', 'B-NNO'), ('Ġasli', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġteman', 'B-NNO'), ('Ġpakai', 'B-VBI'), ('Ġfoto', 'B-NNO'), ('Ġpalsu', 'B-NNO'), ('Ġn', 'B-NNP'), ('Ġdata', 'B-NNO'), ('Ġpalsu', 'B-NNO'), ('Ġaman', 'B-NNO'), ('Ġapk', 'B-NNP'), ('Ġaneh', 'B-NNO'), ('Ġmuka', 'B-NNO'), ('Ġbumi', 'B-NNO')]", akun data foto asli teman pakai foto palsu data palsu aman aneh muka bumi,0.140804037451744,0.3671639561653137,0.0,0.0,0.0,0.0,0.0,0.0,0.4549281299114227,8,verifikasi; foto; manusia; wajah; profil; kunci; palsu; gagal; asli; filter,22.883213,-50.983925,-22.918175,3.731571,-13.535544,-3.3342543,-10.081625,12.674183,negative,0.9915814995765686
orang single manfaatny tidak bagi rumah tangga tolong kalo pakai verifikasi ktp kakak tau single,1,2023-06-13 17:58:39,tinder,"[('Ġorang', 'B-NNO'), ('Ġsingle', 'B-NNP'), ('Ġmanfaat', 'B-NNP'), ('ny', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbagi', 'B-PPO'), ('Ġrumah', 'B-NNO'), ('Ġtangga', 'B-NNO'), ('Ġtolong', 'B-NNP'), ('Ġkalo', 'B-NNP'), ('Ġpakai', 'B-VBI'), ('Ġverifikasi', 'B-NNO'), ('Ġktp', 'B-NNP'), ('Ġkakak', 'B-NNP'), ('Ġtau', 'B-NNP'), ('Ġsingle', 'B-NNP')]", orang rumah tangga pakai verifikasi,0.4093153774738312,0.0277189314365386,0.0219425093382596,0.0182833671569824,0.0156664084643125,0.0137079879641532,0.0121848518028855,0.3378718197345733,0.1433087289333343,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-50.69608,-6.883602,40.429443,-3.3749244,20.230122,-4.5714064,-5.5738125,-4.2576556,neutral,0.9874874353408812
log suruh verifikasi kayak tes cpns susah bikin ribet,1,2023-10-16 05:57:04,tinder,"[('Ġlog', 'B-NNO'), ('Ġsuruh', 'B-NNP'), ('Ġverifikasi', 'B-NNO'), ('Ġkayak', 'B-NNP'), ('Ġtes', 'B-NNO'), ('Ġcpns', 'B-NNP'), ('Ġsusah', 'B-NNP'), ('Ġbikin', 'B-VBT'), ('Ġribet', 'B-NNP')]", log verifikasi tes bikin,0.0489338971674442,0.0329574756324291,0.0263387262821197,0.0219391118735075,0.5175969004631042,0.0164510142058134,0.0146230105310678,0.0131606832146644,0.3079991936683655,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,78.54634,43.781445,-11.339673,-0.8795233,-4.591448,7.642226,-8.3830805,18.766544,negative,0.986011564731598
overload nih apk akun masuk susah kgk tinggal verifikasi by no email muter kgk anying,1,2023-10-10 02:00:56,tinder,"[('Ġoverload', 'B-NNP'), ('Ġnih', 'B-NNP'), ('Ġapk', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġmasuk', 'B-VBI'), ('Ġsusah', 'B-ADJ'), ('Ġk', 'B-NNP'), ('gk', 'B-NNP'), ('Ġtinggal', 'B-NNO'), ('Ġverifikasi', 'B-NNO'), ('Ġby', 'B-NNP'), ('Ġno', 'B-NNO'), ('Ġemail', 'B-NNO'), ('Ġmuter', 'B-NNP'), ('Ġk', 'B-NNP'), ('gk', 'B-NNP'), ('Ġany', 'B-NNP'), ('ing', 'B-NNP')]", apk akun masuk tinggal verifikasi no email,0.6793392896652222,0.0207282081246376,0.0164536274969577,0.0137113304808735,0.2346460074186325,0.0102810747921466,0.0,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-60.607838,18.03297,24.997627,-13.238632,15.061372,15.513481,0.6262651,20.161934,neutral,0.916170299053192
aplikasi sih instal isi biodata pas slsai kuar masuk verifikasi mnit pas slsai muncul tulis akun cekal ditinder waaahh tinder kalo biodata bocor lapor plattform tinder,1,2023-08-30 20:23:10,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġsih', 'B-NNP'), ('Ġinstal', 'B-NNP'), ('Ġisi', 'B-NNO'), ('Ġbiodata', 'B-NNO'), ('Ġpas', 'B-NNP'), ('Ġsl', 'B-NNP'), ('sai', 'B-NNP'), ('Ġkuar', 'B-NNP'), ('Ġmasuk', 'B-VBI'), ('Ġverifikasi', 'B-NNO'), ('Ġmn', 'B-NNP'), ('it', 'B-NNP'), ('Ġpas', 'B-NNP'), ('Ġsl', 'B-NNP'), ('sai', 'B-NNP'), ('Ġmuncul', 'B-NNP'), ('Ġtulis', 'B-NNP'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġdit', 'B-NNP'), ('inder', 'B-NNP'), ('Ġwa', 'B-NNP'), ('aah', 'B-NNP'), ('h', 'B-NNP'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġkalo', 'B-NNP'), ('Ġbiodata', 'B-NNO'), ('Ġbocor', 'B-NNO'), ('Ġlapor', 'B-NNO'), ('Ġplat', 'B-NNP'), ('t', 'B-NNP'), ('form', 'B-NNP'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP')]", aplikasi isi biodata masuk verifikasi akun biodata bocor lapor,0.2815162241458893,0.3057039082050323,0.0131699610501527,0.0109704546630382,0.0,0.0,0.0,0.0,0.3571180403232574,8,verifikasi; foto; manusia; wajah; profil; kunci; palsu; gagal; asli; filter,33.19517,22.157751,-23.269136,4.660801,-13.416362,-3.9203098,-9.59466,12.466249,neutral,0.9736836552619934
daftar susah verivikasi gambar arah tidak jelas anjir gambar lo,1,2023-09-06 10:48:00,tinder,"[('Ġdaftar', 'B-NNO'), ('Ġsusah', 'B-ADJ'), ('Ġveri', 'B-NNP'), ('v', 'B-NNP'), ('ikasi', 'B-NNP'), ('Ġgambar', 'B-NNO'), ('Ġarah', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-ADJ'), ('Ġanj', 'B-NNP'), ('ir', 'B-NNP'), ('Ġgambar', 'B-NNP'), ('Ġlo', 'B-NNP')]", daftar gambar arah,0.2980762422084808,0.0416172891855239,0.0329128131270408,0.5336474180221558,0.023501344025135,0.0205625835806131,0.0182777661830186,0.0164499692618846,0.0149545138701796,3,gue; pakai; gambar; logo; hp; masuk; nomor; koin; kritik; login,81.49757,-19.317255,-14.433419,12.432911,-11.922531,50.198944,-24.501148,18.496342,negative,0.9089773893356324
kudu good loking biar cewek pilih najis apk ora,1,2023-10-30 12:19:03,tinder,"[('Ġkudu', 'B-NNP'), ('Ġgood', 'B-NNP'), ('Ġlok', 'B-NNP'), ('ing', 'B-NNP'), ('Ġbiar', 'B-CSN'), ('Ġcewek', 'B-NNO'), ('Ġpilih', 'B-NNO'), ('Ġnajis', 'B-NNO'), ('Ġapk', 'B-NNO'), ('Ġor', 'B-NNP'), ('a', 'B-NNP')]", cewek pilih najis apk,0.2417445182800293,0.634989321231842,0.0263305250555276,0.0219361428171396,0.0188035778701305,0.0164500940591096,0.0146222440525889,0.0131600014865398,0.0119636319577693,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,43.54907,47.011967,-13.024965,32.981895,-25.400675,-23.814035,-18.92468,-15.140864,neutral,0.8360737562179565
sakit tidak darah gue tidak laku rugi mana akun cekal algoritma aplikasi error aplikasi busuk uninstall,1,2023-09-02 19:26:08,tinder,"[('Ġsakit', 'B-ADJ'), ('Ġtidak', 'B-NEG'), ('Ġdarah', 'B-NNO'), ('Ġgue', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġlaku', 'B-NNO'), ('Ġrugi', 'B-NNO'), ('Ġmana', 'B-PRI'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO'), ('Ġalgoritma', 'B-NNO'), ('Ġaplikasi', 'B-NNO'), ('Ġerror', 'B-NNO'), ('Ġaplikasi', 'B-NNO'), ('Ġbusuk', 'B-ADJ'), ('Ġuninstall', 'B-NNO')]", darah gue laku rugi akunal algoritma aplikasi error aplikasi uninstall,0.4970014691352844,0.0150307780131697,0.0119795063510537,0.1720715165138244,0.2783694863319397,0.0,0.0,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,22.078209,39.96838,11.510327,-11.430779,11.555661,15.231505,-0.9781942,20.548515,negative,0.999183475971222
akun cekal undah verif kali tidak bisa buka verif foto tidak bisa sih guna bikin malas,1,2023-06-20 18:14:56,tinder,"[('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNO'), ('al', 'B-NNO'), ('Ġund', 'B-NNP'), ('ah', 'B-NNP'), ('Ġveri', 'B-NNP'), ('f', 'B-NNO'), ('Ġkali', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġbuka', 'B-VBI'), ('Ġveri', 'B-NNP'), ('f', 'B-NNO'), ('Ġfoto', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġsih', 'B-ADV'), ('Ġguna', 'B-PPO'), ('Ġbikin', 'B-VBT'), ('Ġmalas', 'B-NNO')]", akun cekalf kali bukaf foto bikin malas,0.0276202019304037,0.0206422489136457,0.0164630841463804,0.0137118557468056,0.7291944622993469,0.0102821085602045,0.0,0.0,0.1647208631038665,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,-13.135568,-64.17264,40.29485,44.810333,-38.817772,18.063036,-7.3735337,34.760235,negative,0.9838734269142152
akun tidak bisa verifikasi salah ngebug kesel banget,1,2023-07-31 16:57:46,tinder,"[('Ġakun', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġverifikasi', 'B-NNO'), ('Ġsalah', 'B-ADJ'), ('Ġngeb', 'B-NNP'), ('ug', 'B-NNO'), ('Ġkesel', 'B-NNO'), ('Ġbanget', 'B-ADV')]", akun verifikasiug kesel,0.0551029033958911,0.0413405448198318,0.0329360961914062,0.4517447650432586,0.3486224114894867,0.0205651838332414,0.0182799398899078,0.0164518970996141,0.0149562582373619,3,gue; pakai; gambar; logo; hp; masuk; nomor; koin; kritik; login,-2.952705,61.566486,-0.16892771,25.795311,-21.026093,31.912899,-23.136583,22.253582,negative,0.9988166093826294
bagus banget aplikasi,5,2023-11-02 12:05:28,tinder,"[('Ġbagus', 'B-NNP'), ('Ġbanget', 'B-NNP'), ('Ġaplikasi', 'B-NNO')]", aplikasi,0.6096537113189697,0.0822469294071197,0.0657952576875686,0.0548291280865669,0.0469963364303112,0.0411217808723449,0.0365526899695396,0.0328974202275276,0.0299067460000515,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,10.806923,116.8511,-10.670345,-52.976387,37.48178,-5.0037365,26.550043,19.185446,positive,0.9965309500694276
tinder tidak jelasss tidak kayak ganti no kali keteranganya cekal mulu aneeehh,1,2023-11-04 00:28:55,tinder,"[('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-NNP'), ('ss', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġkayak', 'B-NNP'), ('Ġganti', 'B-NNO'), ('Ġno', 'B-NNO'), ('Ġkali', 'B-NNO'), ('Ġketer', 'B-NNP'), ('ang', 'B-NNP'), ('anya', 'B-NNP'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġmulu', 'B-NNP'), ('Ġan', 'B-NNP'), ('ee', 'B-NNP'), ('eh', 'B-NNP'), ('h', 'B-NNP')]", ganti no kali,0.0570289678871631,0.1769526004791259,0.0329120941460132,0.0274221878498792,0.6354395151138306,0.020562557503581,0.0182776916772127,0.0164499059319496,0.0149544533342123,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,64.139275,13.256565,15.278212,25.814833,-26.137758,10.480174,-10.753841,29.472672,negative,0.9993639588356018
tidak usah download apk paok bodoh donwload dsuruh bayar tidak usah kelen download pindah,1,2023-11-12 14:12:46,tinder,"[('Ġtidak', 'B-NEG'), ('Ġusah', 'B-NNP'), ('Ġdownload', 'B-NNP'), ('Ġapk', 'B-NNP'), ('Ġpa', 'B-NNP'), ('ok', 'B-NNO'), ('Ġbodoh', 'B-NNP'), ('Ġdon', 'B-NNP'), ('w', 'B-NNP'), ('load', 'B-NNP'), ('Ġd', 'B-NNP'), ('s', 'B-NNP'), ('uruh', 'B-NNP'), ('Ġbayar', 'B-VBI'), ('Ġtidak', 'B-NEG'), ('Ġusah', 'B-NNP'), ('Ġkel', 'B-NNP'), ('en', 'B-NNP'), ('Ġdownload', 'B-NNP'), ('Ġpindah', 'B-NNP')]",ok bayar,0.7397051453590393,0.0548661909997463,0.0438827127218246,0.0365566201508045,0.0313325710594654,0.0274158529937267,0.0243695713579654,0.0219325982034206,0.0199387203902006,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-1.6079848,-86.009766,11.06967,-27.652964,47.55406,37.23177,23.319311,-15.564173,negative,0.998869240283966
apk tolol download login tidak bisa masuk,1,2023-11-22 00:45:51,tinder,"[('Ġapk', 'B-NNP'), ('Ġtol', 'B-NNP'), ('ol', 'B-NNO'), ('Ġdownload', 'B-NNP'), ('Ġlogin', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġmasuk', 'B-VBI')]",ol login masuk,0.0574317164719104,0.0415691435337066,0.032918095588684,0.7743388414382935,0.023499559611082,0.0205619167536497,0.018277209252119,0.0164494737982749,0.0149540649726986,3,gue; pakai; gambar; logo; hp; masuk; nomor; koin; kritik; login,56.028637,-42.276142,-19.767214,75.38659,-23.091335,55.296375,-26.95024,21.003042,neutral,0.997421383857727
mantap banget aplikasi,5,2023-11-10 09:06:05,tinder,"[('Ġmantap', 'B-NNP'), ('Ġbanget', 'B-NNP'), ('Ġaplikasi', 'B-NNO')]", aplikasi,0.6096537113189697,0.0822469294071197,0.0657952576875686,0.0548291280865669,0.0469963364303112,0.0411217808723449,0.0365526899695396,0.0328974202275276,0.0299067460000515,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,10.248913,114.4878,-10.159581,-53.10989,36.690735,-2.2025816,26.576847,19.19179,positive,0.999221682548523
