content,dominant_topic,label,score,at,app,topic_percentage,value
susah log verifikasi ulang ulang,0,negative,1,2023-03-14 02:14:17,tinder,0.733,0.998
aplikasi nya pas masuk putih layar,3,neutral,1,2022-10-12 00:08:42,tinder,0.6,0.869
tidak bisa lihat like baliksusah komunikasi,2,negative,3,2019-09-11 01:31:06,tinder,0.599,0.998
apasih tidak bisa nambahin foto bulan akun tidak bisa ditambahin foto gambar putar sinyal oke,0,neutral,1,2022-02-11 21:45:55,tinder,0.733,0.583
tiba logout masuk tidak bisa lwat emailno,3,neutral,1,2021-02-09 09:49:33,tinder,0.6,0.995
bagus tidak bisa buka appnya ya,4,negative,4,2019-11-23 22:52:32,tinder,0.597,0.918
tidak bisa buka putih appsnya,4,neutral,1,2022-08-30 04:17:49,tinder,0.597,0.505
ya kalo notif pesan pas buka tidak ada,4,neutral,2,2023-06-15 09:29:35,tinder,0.597,0.995
aplikasi tidak dapat jalan smartphoneku,3,negative,1,2019-08-20 10:46:03,tinder,0.599,0.996
mahalsemua nya pakai koin,1,negative,1,2023-10-02 18:02:32,tinder,0.595,0.997
tidak bisa chating ya tidak bisa klik kolom chatingnya,2,neutral,1,2022-04-18 18:05:50,tinder,0.598,0.721
up premium tidak masuk masuk sih,3,negative,3,2022-01-05 09:17:53,tinder,0.733,0.992
asik chatting hilang chatn personal tidak bisa cari search tidak jelas,0,negative,1,2021-03-28 19:58:40,tinder,0.489,0.996
tidak bisa bayar pulsadan pakai kartu kriditklu tidak punya kartu kridit pervuma ambl aplikasi tindertolng mudah mlsh pembayarannyamksih,2,neutral,4,2019-09-06 23:29:02,tinder,0.796,0.765
tidak bisa login sih verifikasi tidak kirim kirim,1,negative,1,2018-09-15 14:52:05,tinder,0.8,0.869
jelek hapus premium harga mahal premium,1,negative,1,2021-06-23 07:34:16,tinder,0.6,0.997
mantap tidak sampai pakai bayar kayak skout ribet dtinggal user,1,positive,5,2018-11-04 06:24:46,tinder,0.731,0.626
aplikasi usangjadi mending xan hapus install pakai aplikasi nih mending jangankarena tipu susah matchbnyk jual cewek nyapenipu kalo vc tidak mau lihat muka stop install,1,negative,1,2023-04-26 05:22:16,tinder,0.595,0.999
harusy kalo serta niat cekal main bukti serta masalah tidak main cekal ikut rules apk loh kayak tidak infoin no telepon medsos tidak share aneh knapa akun cekal,3,negative,1,2023-05-24 13:20:16,tinder,0.554,0.998
teman mohon tidak download aplikasi bayar mahal kasih tau ya beliganti pulsa hati tidak bakal teman bikin aplikasi cuman ngambil duit untung nya please tidak ya,0,negative,1,2019-12-16 02:52:19,tinder,0.599,0.996
tidak bisa login stuck cari lokasi,4,negative,1,2020-05-23 08:14:19,tinder,0.598,0.967
haru lot eror tindernya tidak bisa baca chattan,0,negative,3,2020-10-14 18:08:31,tinder,0.599,0.999
buka kirim kode kode tidak masuk masuk via sms tidak bisa buka,3,neutral,3,2018-09-24 10:09:44,tinder,0.623,0.999
tolong akun cekal pagi akun sore buka apk pemberitahuan akun cekal tidak dapat akun woi gue tidak main apknya blok akun gue,3,neutral,1,2022-09-26 16:20:02,tinder,0.6,0.999
apk komersil hatus bayar bayar kali tidak apa yp pengin lihat suka bayar beuhhhh,2,negative,1,2019-02-21 10:25:59,tinder,0.598,0.871
sungguh kecewa ku tidak pernah download aplikasi sh gj banget tiba tidak bisa masuk akun pokok tidak download deh kalo tidak mau sesal,3,negative,1,2023-04-17 19:04:48,tinder,0.438,1.0
aplikasi chatingan chatingan member tidak masuk akal,3,negative,1,2020-02-07 15:30:40,tinder,0.6,0.999
tidak bisa login stuck cari lokasi,4,negative,1,2020-05-23 08:14:19,tinder,0.598,0.967
aplikasi ecek ecek deh kali hilang kayak bikin account,0,negative,1,2022-01-08 06:30:11,tinder,0.599,0.999
enak an aplikasih belah bayar gratis aplikasih tander kirim pesan bayar itu tidak tentu cewek teman sesal qw download,2,negative,1,2020-08-21 12:31:07,tinder,0.598,0.997
gua suka aplikasi tidak banyak lonte cewek ajak teman thanks,0,positive,4,2019-12-23 06:10:08,tinder,0.6,0.967
keras tidak di bannad akun nya payah nih aplikasi pantau bikin aplikasi,0,negative,1,2021-08-06 17:32:35,tinder,0.599,0.999
ya kalo notif pesan pas buka tidak ada,4,neutral,2,2023-06-15 09:29:35,tinder,0.597,0.995
sory bintang apk hp gua suka tidak bisa buka buka apk lancar,0,negative,1,2022-10-03 11:27:17,tinder,0.6,0.827
cari jodoh berbayarbelum jodoh mending uninstal jomblo tidak punya uang,4,negative,1,2019-08-22 16:26:33,tinder,0.62,0.999
kasih bintang tidak bisa orang suka kitadan bayar orang meyukai,3,negative,3,2021-02-15 16:17:25,tinder,0.599,0.999
aplikasi tidak guna login susah tidak usah bikin kalo gamampu hapus,0,negative,1,2020-06-28 21:12:39,tinder,0.399,0.967
pasuk kode otp tidak bisa masuk aneh,3,negative,1,2020-08-26 11:26:47,tinder,0.6,0.884
aplikasi sial sesal gue dowloandnya pas doang ngechat besok boro bikin sesal deh mending tidak usah didowloand,0,negative,1,2018-12-30 21:54:42,tinder,0.599,1.0
tidak bisa masuk app error nih,3,negative,1,2018-10-19 04:08:23,tinder,0.6,0.99
login blokir coba install kali tidak kena sih,4,neutral,1,2020-10-09 22:26:53,tinder,0.595,0.728
pakai menit akun langsung suspent tidak download apk sesal hilang kouta,1,negative,1,2020-05-10 21:18:20,tinder,0.595,0.996
serba prabayar sulit pengunanya lihat suka bayar,2,negative,1,2023-02-15 21:56:48,tinder,0.406,0.999
parah tidak bisa login kode ya tidak masuk sms,3,neutral,1,2020-09-18 20:15:58,tinder,0.6,0.579
tidak bisa masuk akun aplikasi kuno payah,3,negative,1,2020-12-18 16:14:43,tinder,0.6,0.995
kali bikin akun tbtb blokir even besok blokir aneh,0,neutral,2,2020-05-15 03:28:19,tinder,0.599,0.976
aplikasi tahi inigk jls xmasa tidak ada masuk punnyesel download nya,3,negative,1,2020-08-07 21:53:45,tinder,0.6,0.999
tidak tau kesini kesanaaaaaaaa nih apk ret tidak jelassss masak layar putih mulu sebulanbye malas pakai apk payahhh,2,negative,1,2022-10-27 23:19:40,tinder,0.728,1.0
i looking for serious relationship on tinder but why akun block ya tidak macam pakai foto asli tidak minta uang tolong bingung thx,1,negative,1,2019-11-16 12:58:27,tinder,0.796,0.988
tidak di download sayang kuota pakai wifi sayang isi akun bot,1,neutral,1,2021-02-12 00:57:11,tinder,0.595,0.965
buruk tidak erti tinder tidak pernah langgar atur tinder tau tau akun bannedsaya tidak pakai aplikasi akun banned tolong balikin akun tidak asal blokir blokir,1,negative,1,2020-05-02 10:09:27,tinder,0.595,0.652
tidak bisa fotoga muncul,0,negative,3,2021-02-03 21:17:38,tinder,0.597,0.944
payah tidak bisa kirim medialokasivoice note telpon,1,neutral,1,2022-12-26 20:39:29,tinder,0.599,0.696
apps sampah tidak ngapaxin cekal sih berkalix cekal mulu asa anehx profile pict nya tidak kena cekal gilir gue kena cekal kalo tidak kebales ya tidak usah ngereport kali sial banget tinder gue pakai gold ya bikin orang rugi gue pindah bumble pahammm,4,negative,1,2023-06-09 18:11:21,tinder,0.436,0.999
nilai masuk susahapa kalo pakai nomerjangan harap kau login,3,negative,1,2019-04-29 04:35:36,tinder,0.731,0.813
sisi niat aplikasi simpan sisi kelam aplikasi temu miskin guna sikit bayar lol,2,neutral,1,2018-09-21 21:10:20,tinder,0.598,0.906
apknya susah banget diinstal suruh instal,2,negative,2,2023-06-18 15:41:37,tinder,0.6,0.999
sok bad kena langgar tidak laku langgar kalo gue lapor langgar biaar akun banned pulih tidak bisa,4,negative,1,2023-09-14 16:05:45,tinder,0.595,0.998
suka main tinder tidak punya bakat cari bahan bicara,4,negative,5,2020-08-20 18:44:01,tinder,0.409,0.999
byr nan tidak bisa masuk ya kak banking potong nya tolong kasih informasih,3,neutral,5,2023-03-07 20:29:36,tinder,0.6,0.976
sih apk log muncul akun blokir parah kecewa,0,negative,1,2020-01-08 21:08:39,tinder,0.597,0.999
tolong aplikasi lapor polisi aplikasi kumpul data tidak sedia fitur hapus akun data disalahgunakan tolong lindung,4,neutral,1,2023-11-11 20:26:28,tinder,0.6,0.999
aplikasi jelek tidak bisa masuk,3,negative,1,2022-07-28 06:44:28,tinder,0.6,0.999
aplikasi mau sih bayar tidak ada satu tidak bayar download langsung uninstall tidak mau tipu aplikasi mata duit,2,negative,1,2018-12-31 18:06:43,tinder,0.598,0.763
sih nge logout masuk tidak bisa,3,neutral,1,2020-12-21 21:13:12,tinder,0.6,0.782
tidak ada etik tider main putus pemberitahuan uang masuk tinder glod tidak bisa kembali blokir tidak apa justruh syukur tolong tutup hapus foto,3,neutral,1,2023-04-11 15:51:28,tinder,0.865,0.997
mending tidak di download sih kenal tiba hilang tidak jelas nih apk,0,negative,1,2022-12-25 18:46:25,tinder,0.6,0.998
match hilang tidak sekali kali gue putus bug,0,negative,2,2019-09-24 06:46:16,tinder,0.732,0.822
astaga tidak erti deh update tidak bisa buka masuk tinder logout ya,3,negative,1,2021-05-07 22:35:47,tinder,0.477,0.996
iya masalah appsnya tidak bisa masuk halama utama,3,negative,3,2020-09-13 23:04:57,tinder,0.6,0.927
kurang notive pesan masuk,3,negative,5,2018-10-02 14:21:46,tinder,0.6,0.976
susah didownload koneksi bagus pakai download apk,1,negative,3,2020-10-13 09:22:23,tinder,0.418,0.612
kode akses sms nya tidak masuk login parah,3,negative,1,2021-01-07 11:28:43,tinder,0.6,0.957
manusia pakai aplikasi tinder manusi bego tolol dongo bodoh dunia aplikasi tidak mutu bikin akun langsung gue laporin kominfo moga aplikasi tinder cepat hapus amin,1,negative,1,2023-08-10 00:34:50,tinder,0.4,0.999
sulit masuk gambar hadap langsung gagal,3,negative,1,2023-06-11 10:59:29,tinder,0.732,0.999
kasih nya tidak bisa masuk updet mohon bijak nya terimakasih kalo baca tidak diam kayak tidak tanggung bangetterimakasih,0,negative,3,2019-06-14 00:22:42,tinder,0.556,0.604
aplikasi tidak jlsgw tidak laku download smnggu pakai kunciapa kali coba aplikasi bgnibhbl aplikasijngn download sia tidak dapat pasang deh kuncintah suka mamak,1,negative,1,2023-07-18 06:30:16,tinder,0.595,0.996
tidak laku langgar cekal tidak bisa pakai coba akun dimanatolong jelas cekal,0,negative,1,2023-07-29 19:39:36,tinder,0.399,0.998
bruh pasang foto kena ban kualitas bintang,4,negative,1,2023-08-14 19:57:43,tinder,0.595,0.823
ribet masuk nyadan verifikasi nya pakai nomor,3,neutral,2,2023-07-01 06:37:47,tinder,0.6,0.943
hati hati main tinder penger upgrade berbayarbake tinder plusgoldplatinum bayar tinder plus akun tib blokir tidak jelas,3,negative,1,2023-06-15 18:47:17,tinder,0.73,0.998
tidak bisa pakai aplikasi nya error mulu,1,negative,2,2023-06-09 05:37:22,tinder,0.595,0.999
bikin nyaman tidak apa sruh bayar ya deh uninstall,2,negative,1,2023-06-29 05:36:21,tinder,0.425,0.898
aplikasi duit mulu sedot kuota liat bayar sorry delet tidak mutu,2,negative,1,2020-07-02 16:26:11,tinder,0.598,0.999
aneh banget sumpah buka akun gue cekal maksud deh disuru klarif pakai foto sesuai gaya tunggu beberapaa cekal aneh banget tinder balikin akun cekal robot disuru hana hini tidak bisa sih nih,1,negative,1,2023-06-16 10:54:50,tinder,0.595,0.999
tidak bisa masuk tulis verikasi,3,neutral,1,2023-08-29 00:50:14,tinder,0.6,0.987
akun tibatiba blok tidak bisa masuk,3,negative,2,2023-08-11 21:57:54,tinder,0.6,0.992
aplikasi nih login akun kesna nya kga masuk,3,neutral,1,2023-06-19 07:50:33,tinder,0.6,0.999
tidak jelas tinder tidak laku salah eh cekal tolong kembali,3,negative,2,2023-06-14 08:26:58,tinder,0.6,0.989
aplikasi gaguna tidak usah dwonload orgnya tidak bisa bikin aplikasi,0,negative,1,2023-08-10 10:20:52,tinder,0.599,0.967
tidak jelas tidak bisa kirim pesan balas pesan cepat benerin,1,negative,2,2023-06-06 16:14:12,tinder,0.599,0.995
sayang uang bayar bulan kayak sekolah pakai biaya bulan,2,negative,1,2023-06-06 11:33:44,tinder,0.727,0.997
lumayan beli sih tidak yang non bayar,2,positive,5,2023-02-11 07:40:51,tinder,0.598,0.967
register bsknya pas masuk verifikasi akun blokir tidak laku,3,neutral,1,2022-05-17 15:56:59,tinder,0.6,0.999
maaf aplikasi tidak guna serba bayar bayar chat bayar bobrok tidak guna nih aplikasi paksa uninstall,2,negative,1,2019-09-20 10:51:43,tinder,0.799,0.998
bayar haha tidak bisa contact bayar aplikasi cacad,2,negative,1,2021-11-13 17:34:43,tinder,0.598,0.99
apknya tidak bantu masuk suruh bayar tidak saya jodo suruh bayar,3,negative,1,2022-09-06 05:03:36,tinder,0.73,0.806
pasuk kode otp tidak bisa masuk aneh,3,negative,1,2020-08-26 11:26:47,tinder,0.6,0.884
payahhhhhhakun pakai facebook blokir tidak ada unsur saramesum dsbakhirnya install pakai nohp deh bbrapa minggu blokir rugiiuninstall,1,negative,2,2019-08-12 18:36:14,tinder,0.73,0.999
aplikasi jelek tidak bisa masuk,3,negative,1,2022-07-28 06:44:28,tinder,0.6,0.999
mending tidak di download sih kenal tiba hilang tidak jelas nih apk,0,negative,1,2022-12-25 18:46:25,tinder,0.6,0.998
suka blokir konfirmasi dulupadahal nyata lapor ajak messum tidak saya tanggap tawar tolong perhati terima kasih,2,neutral,5,2019-11-09 02:13:53,tinder,0.6,0.803
buruk kode tidak kirim nomer kirim ulang tidak bisa eror mulu daftar,1,negative,3,2021-02-20 14:14:39,tinder,0.733,0.799
kamet download tidak bisa login henti tampil apk jelek tidak download selang jam pakai vpn cok cok pakai vpn,1,negative,1,2021-07-18 17:35:59,tinder,0.836,0.994
tidak bisa pakai aplikasi,1,negative,1,2023-06-22 07:04:36,tinder,0.595,0.791
tolong bantu admin tidak bisa kirim pesan,1,neutral,1,2021-08-12 22:01:23,tinder,0.599,0.961
aneh banget tbtb akun blok tidak bisa masuk blok gaaneh blok tidak bisa masuk aneh tinder,3,negative,1,2020-11-29 07:01:00,tinder,0.733,0.998
pakai bayar auto uninstal,2,neutral,1,2019-09-02 09:24:01,tinder,0.727,0.995
asih bintang tidak pernah download apk bau bayar play musnah,1,negative,1,2019-12-02 19:26:53,tinder,0.527,0.984
kayak chat bayar lihat orang suka bayar susah jodoh kagak bayar iya not recomended,0,negative,1,2021-01-03 00:49:56,tinder,0.6,0.999
tidak dapat login sms verifikasi tidak pernah masuk,3,neutral,1,2020-07-01 01:29:54,tinder,0.6,0.996
aplikasi ecek ecek deh kali hilang kayak bikin account,0,negative,1,2022-01-08 06:30:11,tinder,0.599,0.999
bagus bayar tinder gold eh blokir verifikasi,2,negative,5,2022-08-15 08:12:11,tinder,0.598,0.94
tidak apa suruh berlanggananberbayar auto delete permanen,2,negative,1,2020-10-25 00:37:24,tinder,0.598,0.971
gue bayar tinder plus ribu akun tidak aktif dasar aplikasi tipu,2,negative,1,2020-01-16 10:25:30,tinder,0.598,0.995
tidak bisa fotoga muncul,0,negative,3,2021-02-03 21:17:38,tinder,0.597,0.944
dadak akun dicekalpadahal tidak laku buat tidak pantassudah bayar langgan cekal sih kerja nyaakun buruk tidak dicekaltapi akun cekal,3,negative,2,2023-06-03 22:21:54,tinder,0.733,0.999
mantaptop markotop saran kalo tampil nomor telpon profilterima kasih,2,neutral,5,2018-11-15 19:23:07,tinder,0.595,0.679
aplikasi goblok bayar tidak juga apamending pas bayar pas bayar open bo aplikasi tidak jelas tidak jelas,2,negative,1,2019-07-08 10:48:04,tinder,0.799,0.999
kurang notive pesan masuk,3,negative,5,2018-10-02 14:21:46,tinder,0.6,0.976
aplikasi tidak guna login susah tidak usah bikin kalo gamampu hapus,2,negative,1,2020-06-28 21:12:39,tinder,0.399,0.967
downloadbuka pakai aplikasi pakai kuotabukan gratis mesti bayar bospngn cepat kayak,3,positive,5,2021-08-08 13:44:49,tinder,0.797,0.669
aplikasi tolo mata duit tidak bisa lihat foto dll tidak usah wonloadkasih bintang biar hapus,2,neutral,1,2021-12-22 22:22:13,tinder,0.599,0.994
blokir langgan bingung salah kalo blokir selesai aku nih tolong tinder kembali akun,3,neutral,2,2022-03-26 02:56:48,tinder,0.733,0.905
iya masalah appsnya tidak bisa masuk halama utama,3,negative,3,2020-09-13 23:04:57,tinder,0.6,0.927
orang suka bayar no best aplikasi,0,positive,1,2022-12-16 19:49:52,tinder,0.6,0.995
keras tidak di bannad akun nya payah nih aplikasi pantau bikin aplikasi,0,negative,1,2021-08-06 17:32:35,tinder,0.599,0.999
aplikasi bangsat pakai habis tidak bisa buka tolol goblok tidak download nih aplikasi,1,negative,1,2018-11-04 02:50:28,tinder,0.729,0.905
maaf ya tidak sesuai espektrasi donlot langsung badmod tidak bisa chat pakai bayar mahal bay,2,negative,1,2020-09-18 09:50:53,tinder,0.727,0.997
byr nan tidak bisa masuk ya kak banking potong nya tolong kasih informasih,3,neutral,5,2023-03-07 20:29:36,tinder,0.6,0.976
aplikasi tahi inigk jls xmasa tidak ada masuk punnyesel download nya,3,negative,1,2020-08-07 21:53:45,tinder,0.6,0.999
suka main tinder tidak punya bakat cari bahan bicara,4,negative,5,2020-08-20 18:44:01,tinder,0.409,0.999
login otp nya tidak masuk sms,3,neutral,1,2021-09-08 16:54:43,tinder,0.6,0.966
tidak bisa buka aplikasi didownload,3,neutral,1,2019-10-05 18:21:50,tinder,0.6,0.936
kode akses sms nya tidak masuk login parah,3,negative,1,2021-01-07 11:28:43,tinder,0.6,0.957
admin mohon masuk aplikasi tinder layar nya putih tidak bis masuk,3,neutral,2,2022-09-14 17:22:55,tinder,0.733,0.994
bagus stuck mgapain pakai aplikasi,1,negative,5,2019-08-25 21:30:38,tinder,0.595,0.999
apk buruk jelek bentar ganti tidak bisa masuk apk nih musnah muka bumi anjim,3,negative,1,2021-05-01 00:12:04,tinder,0.6,0.999
gua suka aplikasi tidak banyak lonte cewek ajak teman thanks,0,positive,4,2019-12-23 06:10:08,tinder,0.6,0.967
download daftar pakai nomer hp kofe verifikasi tidak bikin akun blokir akun,0,neutral,1,2020-10-01 17:49:51,tinder,0.599,0.999
akun nya masuk tidak bisa aneh,3,negative,1,2019-01-22 18:08:35,tinder,0.6,0.598
match hilang tidak sekali kali gue putus bug,0,negative,2,2019-09-24 06:46:16,tinder,0.732,0.822
aplikasi nih disuru pasuk nomor pasuk kode nomor nya pasuk tidak ada kode sms masuk,3,neutral,1,2020-07-08 20:51:44,tinder,0.733,0.85
tidak bisa masuk nomer telpon tidak bisa terima verifikasi aneh,3,negative,2,2020-04-18 20:05:27,tinder,0.6,0.914
sih apk log muncul akun blokir parah kecewa,0,negative,1,2020-01-08 21:08:39,tinder,0.597,0.999
gila notif pesan masuk mulukkk pesan kosong busetttt kesel kali ya gue tidak pernah beli paket match nya,3,negative,2,2022-11-02 13:23:31,tinder,0.6,0.999
sungguh kecewa ku tidak pernah download aplikasi sh gj banget tiba tidak bisa masuk akun pokok tidak download deh kalo tidak mau sesal,3,negative,1,2023-04-17 19:04:48,tinder,0.438,1.0
tidak bisa masuk ya pas klik,3,neutral,2,2021-04-23 21:28:10,tinder,0.6,0.991
wooiii orang suka tidak bisa lihat cuuaakkxxxx maksa banget orang pakai gold ribu ribu eekk wooii eek wooi,2,negative,1,2021-05-20 20:09:14,tinder,0.727,0.999
i looking for serious relationship on tinder but why akun block ya tidak macam pakai foto asli tidak minta uang tolong bingung thx,1,negative,1,2019-11-16 12:58:27,tinder,0.796,0.988
lumayan bagussayang tidak pakai goldsdikit hemat ajaterima kasih tinder,1,positive,4,2021-03-03 18:12:54,tinder,0.595,0.997
mohon metode bayar tambah susah,2,negative,3,2021-07-07 11:04:05,tinder,0.598,0.998
tidak bisa ngapa in langgan pakai aplikasi,1,negative,1,2023-05-11 08:35:08,tinder,0.595,0.992
cari jodoh berbayarbelum jodoh mending uninstal jomblo tidak punya uang,4,negative,1,2019-08-22 16:26:33,tinder,0.62,0.999
jadi aplikasi tambah teman,3,positive,5,2019-05-09 04:05:52,tinder,0.413,0.952
aplikasi tidak bisa diinstal hp xiaomi,2,neutral,1,2020-01-25 13:17:38,tinder,0.6,0.837
aplikasihnya lot mau tidak usah upgret pakai vidio call cht lot orang ingun pikir jahat vidiocall,1,negative,3,2020-09-12 03:38:25,tinder,0.595,0.999
tidak enak asli bayar cuman ngelike foto pliess niat bikin aplikasi gratisin,2,negative,2,2020-10-04 12:31:51,tinder,0.429,0.999
tidak bisa buka stuck tampil,4,negative,1,2023-02-11 18:53:50,tinder,0.728,0.961
login blokir coba install kali tidak kena sih,4,neutral,1,2020-10-09 22:26:53,tinder,0.595,0.728
kasih bintang tidak bisa orang suka kitadan bayar orang meyukai,3,negative,3,2021-02-15 16:17:25,tinder,0.599,0.999
ujungujungnya topup tidak jadi deh,3,negative,2,2023-06-13 08:21:29,tinder,0.6,0.999
bintang lihat suka sih kudu pakai biaya kayak bayar listrik air rumah pakai biaya tahi,2,positive,3,2020-10-05 19:52:43,tinder,0.486,0.869
errortidak buka aplikasi nya,4,negative,3,2018-10-09 12:30:33,tinder,0.597,0.978
appnya bagus bikin kesel tidak bisa pakai,1,positive,1,2018-12-23 13:47:18,tinder,0.4,0.986
maaf tinder tidak bisa tarik pesan mohon erti ya bikin fiturnya biar aci tidak marah terima kasih,4,neutral,5,2020-09-15 00:53:39,tinder,0.405,0.613
tidak bisa kirim pesan terima pesan,1,negative,1,2021-02-21 06:58:35,tinder,0.599,0.968
hello tinder komplen perihal akun blokirpadahal bayar tolong karja nyasaya bayar bisa nya blokir bayar coma buang uang cuma minta toleransi nya,2,negative,1,2022-12-06 01:55:10,tinder,0.733,0.998
register bsknya pas masuk verifikasi akun blokir tidak laku,3,neutral,1,2022-05-17 15:56:59,tinder,0.6,0.999
kasih bintang lumayan sulit temu pasang tidak punya atm bayar,4,neutral,1,2019-07-25 13:01:41,tinder,0.598,0.992
tidak padahal masuk aku cekal gua tidak tau langgar gua,3,negative,1,2023-09-03 20:41:24,tinder,0.6,0.999
tidak bisa masuk layar,3,negative,1,2022-11-12 17:43:56,tinder,0.6,0.658
seru aplikasi nya real chat ketemu pilih,1,neutral,5,2021-06-16 21:15:36,tinder,0.6,0.97
aplikasi tidak guna lihat ngelike byr mahal banget bulan isi tidak jls kbnyakn cewek nampang muka dwnk promo ig bayang like jodoh pas dichat tidak pernah dbls kadang dhpus dtambah banget tawar jasa bo vcs please deh kalo aplikasi bayar mahal kemananannya ketat kayak didiemin asw,2,negative,1,2019-10-20 20:25:58,tinder,0.598,0.999
match gagal kirim pesan,0,negative,1,2020-09-15 17:37:13,tinder,0.596,0.988
nilai masuk susahapa kalo pakai nomerjangan harap kau login,3,negative,1,2019-04-29 04:35:36,tinder,0.731,0.813
hapus akun masuk no hp tidak muncul kode verifikasi mohon bantu,3,neutral,3,2020-05-27 01:49:02,tinder,0.424,0.999
kali bikin akun tbtb blokir even besok blokir aneh,0,neutral,2,2020-05-15 03:28:19,tinder,0.599,0.976
beli platinum tahun rp tidak di nikmat bulan kena cekal alasanya langgar foto bersih normal chatting normal tukeran whatsapp komunikasi aju email langgar duit hilang sahabat tidak laku beli kecuali tau rugi nya untung moga jodoh amin,4,negative,1,2023-05-21 19:52:38,tinder,0.595,0.997
sory bintang apk hp gua suka tidak bisa buka buka apk lancar,0,negative,1,2022-10-03 11:27:17,tinder,0.6,0.827
tidak mendownloadnya tidak khawatir tidak guna aplikasi,1,positive,1,2023-07-22 21:58:02,tinder,0.733,0.899
tidak bisa verifikasi coba pakai nomor troubel kalo kasih reting,0,neutral,3,2020-04-18 05:51:03,tinder,0.399,0.994
kena tulis tidak ada tagapan tinder bayar gogle play tidak bisa,4,negative,1,2021-07-06 22:16:37,tinder,0.483,0.891
apk nya jelek masasih gue bikin langsung kena blokir ngabisin kouta doang,4,negative,1,2020-09-23 13:45:24,tinder,0.431,0.999
susah didownload koneksi bagus pakai download apk,1,negative,3,2020-10-13 09:22:23,tinder,0.418,0.612
tidak bisa buka kode verifikasi tidak kunjung masuk,3,neutral,1,2021-05-07 05:44:59,tinder,0.477,0.751
tidak di download sayang kuota pakai wifi sayang isi akun bot,1,neutral,1,2021-02-12 00:57:11,tinder,0.595,0.965
ya habis update tidak bisa masuk aplikasi,3,negative,1,2019-04-21 08:52:58,tinder,0.6,0.898
aplikasi usak moral pakai iklan majang model kayak wanita murah,1,negative,1,2020-03-27 11:50:27,tinder,0.595,0.999
tolong banget tidak erti tb tb akun tuh dibanned alas ya kalo sosmed pemberitahuan aneh banget tolong evaluasi nih apk tinder tidak jelas banget emosi iya,2,negative,1,2022-01-10 23:46:20,tinder,0.733,0.999
aplikasi sial sesal gue dowloandnya pas doang ngechat besok boro bikin sesal deh mending tidak usah didowloand,0,negative,1,2018-12-30 21:54:42,tinder,0.599,1.0
bilang app payah bayar miskin lo,3,negative,5,2020-05-03 12:50:39,tinder,0.73,0.999
aplikasi kampang kuar masak download tidak bisa masuk,3,negative,1,2019-12-05 01:06:11,tinder,0.6,0.514
apk jelekmau lihat like tidak bisa upgrade,2,negative,1,2021-01-01 20:42:16,tinder,0.599,0.999
sisi niat aplikasi simpan sisi kelam aplikasi temu miskin guna sikit bayar lol,2,neutral,1,2018-09-21 21:10:20,tinder,0.598,0.906
baca baca alam orang tidak jadi pakai aplikasi inisemua bayar,3,negative,1,2022-03-04 19:27:33,tinder,0.798,0.923
tidak percaya ragu aplikasi uang harga,0,positive,5,2020-03-16 23:02:28,tinder,0.728,0.774
pakai menit akun langsung suspent tidak download apk sesal hilang kouta,1,negative,1,2020-05-10 21:18:20,tinder,0.595,0.996
aplikasi lol pakai tidak premium,1,negative,1,2021-03-15 14:27:29,tinder,0.595,0.979
apk komersil hatus bayar bayar kali tidak apa yp pengin lihat suka bayar beuhhhh,2,negative,1,2019-02-21 10:25:59,tinder,0.598,0.871
aplikasi mau sih bayar tidak ada satu tidak bayar download langsung uninstall tidak mau tipu aplikasi mata duit,2,negative,1,2018-12-31 18:06:43,tinder,0.598,0.763
sih beli premium tidak bisa lihat ngelike parah,2,negative,2,2020-06-23 22:20:31,tinder,0.599,0.998
app kakak tidak bisa lihat orang suka sih kerja aapp sih,0,negative,1,2020-11-02 19:50:50,tinder,0.408,0.998
kecewa kali ganti akun cekal tidak tau salah tau buka langsung cekal coba deh kayak tantan dibkasik ingat sekira nya foto vidio chat langgar tentu batas wajar dp nya nunjukin malu aman akun nya super jengkel khilangan kontak teman janji bikin tidak di percaya orang akun tidak segera pulih entar info orang tidak usah pakai tinderkecewa,1,negative,1,2023-02-06 22:32:13,tinder,0.515,1.0
tidak ada etik tider main putus pemberitahuan uang masuk tinder glod tidak bisa kembali blokir tidak apa justruh syukur tolong tutup hapus foto,3,neutral,1,2023-04-11 15:51:28,tinder,0.865,0.997
parah sih aplikasi log out masuk tidak bisa tidak usah downloaddd sesal,3,negative,1,2021-01-15 14:45:15,tinder,0.6,0.999
gua download pas masuk salah coba nantikenapa ya tolong,3,neutral,1,2018-12-02 21:59:12,tinder,0.414,0.554
blank aplikasinnya masuk tidak bisa,3,negative,1,2018-12-29 19:15:20,tinder,0.6,0.967
pesan hilang ya tolong baik chat hilang,0,negative,1,2021-03-30 01:52:19,tinder,0.733,0.993
kasih nya tidak bisa masuk updet mohon bijak nya terimakasih kalo baca tidak diam kayak tidak tanggung bangetterimakasih,0,negative,3,2019-06-14 00:22:42,tinder,0.556,0.604
aplikasi duit mulu sedot kuota liat bayar sorry delet tidak mutu,2,negative,1,2020-07-02 16:26:11,tinder,0.598,0.999
main kena blokir tindergk tau kena blokir,4,negative,5,2020-07-15 12:00:37,tinder,0.73,0.999
sangka tidak pakai poin,1,negative,3,2023-10-30 17:32:08,tinder,0.595,0.998
